item,lvl,ID,catSeq,Finnish,English,TDOI
1178,4,R01AB06,30,"Ksylometatsoliini, yhdistelmävalmisteet",xylometazoline,NOTDOI
1179,3,R1DB,20,"Glukokortikoidit, myös yhdistelmävalmisteet",,undefined
1180,4,R01AD01,10,Beklometasoni,beclometasone,undefined
1181,4,R01AD05,20,Budesonidi,budesonide,undefined
1182,4,R01AD08,30,Flutikasoni,fluticasone,undefined
1183,4,R01AD09,40,Mometasoni,mometasone,undefined
1184,4,R01AD11,50,Triamsinoloni,triamcinolone,undefined
1185,4,R01AD12,60,Flutikasonifuroaatti,fluticasone furoate,undefined
1186,4,R01AD58,70,"Flutikasoni, yhdistelmävalmisteet","fluticasone, combinations",NOTDOI
1187,4,R01AD59,71,"Mometasoni, yhdistelmävalmisteet ","mometasone, combinations",NOTDOI
1188,3,R1DC,30,Muut allergialääkkeet kuin kortikosteroidit,,undefined
1189,4,R01AC02,20,Levokabastiini,levocabastine,undefined
1190,4,R01AC03,30,Atselastiini,azelastine,undefined
1191,4,R01AC04,40,Antatsoliini,antazoline,undefined
1192,4,R01AC07,70,Nedokromiili,nedocromil,undefined
1193,3,R1DD,40,Muut nenään paikallisesti käytettävät aineet,,undefined
1194,4,R01AX02,10,Retinoli,retinol,undefined
1195,4,R01AX03,20,Ipratropiumbromidi,ipratropium bromide,undefined
1196,4,R01AX06,30,Mupirosiini,mupirocin,undefined
1197,4,R01AX10,40,Natriumkloridi,various,undefined
1198,2,R1E,50,Yskänlääkkeet,,undefined
1199,3,R1EA,10,Yskänärsytystä hillitsevät,,undefined
1200,4,R05DA01,10,Etyylimorfiini,ethylmorphine,undefined
1201,4,R05DA09,30,Dekstrometorfaani,dextromethorphan,undefined
1202,4,R05DB05,50,Pentoksiveriini,pentoxyverine,undefined
1203,4,R05DB27,51,Levodropropitsiini,levodropropizine,NOTDOI
1204,4,R05DB29,52,Gefapiksantti,gefapixant,NOTDOI
1205,3,R1EB,20,Limaa irrottavat,,undefined
1206,4,R05CA03,10,Guaifenesiini,guaifenesin,undefined
1207,4,R05CB01,30,Asetyylikysteiini,acetylcysteine,undefined
1208,4,R05CB02,40,Bromiheksiini,bromhexine,undefined
1209,4,R05CB03,50,Karbosisteiini,carbocisteine,undefined
1210,4,R05CB06,60,Ambroksoli,ambroxol,undefined
1211,4,R05CB15,90,Erdosteiini,erdosteine,undefined
1212,3,R1EC,30,Yhdistelmävalmisteet ja muut yskä- ja vilustumislääkkeet,,undefined
1213,4,R05CA10,10,Yhdistelmävalmisteet,combinations,undefined
1214,2,R1L,54,Kystisen fibroosin lääkkeet,,NOTDOI
1215,3,R05CB13,10,Dornaasialfa (desoksyribonukleaasi),dornase alfa (desoxyribonuclease),undefined
1216,3,R07AX30,12,Ivakaftori ja lumakaftori,ivacaftor and lumacaftor,NOTDOI
1217,3,R07AX02,13,Ivakaftori,ivacaftor,NOTDOI
1218,3,R07AX31,14,Ivakaftori ja tetsakaftori,ivacaftor and tezacaftor,NOTDOI
1219,3,R07AX32,15,"Ivakaftori, tetsakaftori ja eleksakaftori","ivacaftor, tezacaftor and elexacaftor",NOTDOI
1220,2,R1FD,61,Keuhkofibroosilääkkeet,,NOTDOI
1221,3,L01EX09,10,Nintedanibi,nintedanib,NOTDOI
1222,3,L04AX05,20,Pirfenidoni,pirfenidone,NOTDOI
1223,2,R1F,62,Muut hengitysteiden sairauksien lääkkeet,,undefined
1224,3,B02AB02,10,Alfa-1 antitrypsiini ,alfa1 antitrypsin,NOTDOI
1225,3,R1FA,20,Kurkkukipuun käytettävät valmisteet,,undefined
1226,4,R02AA03,10,Diklooribentsyylialkoholi,dichlorobenzyl alcohol,undefined
1227,4,R02AA05,20,Klooriheksidiini,chlorhexidine,undefined
1228,4,R02AA20,30,Bentsydamiini ja setyylipyridiini,various,NOTDOI
1229,4,R02AB30,40,Gramisidiini,gramicidin,undefined
1230,4,R02AX01,50,Flurbiprofeeni,flurbiprofen,NOTDOI
1231,4,R02AX03,60,Bentsydamiini,benzydamine,NOTDOI
1232,3,R1FB,30,Surfaktantit,,undefined
1233,4,R07AA02,10,Luonnolliset fosfolipidit,natural phospholipids,undefined
1234,3,R1FC,40,Hengitystoimintaa stimuloivat lääkkeet,,undefined
1235,4,N06BC01,10,Kofeiini,caffeine,undefined
1236,4,R07AB01,10,Doksapraami,doxapram,undefined
1237,1,A1,10,Ruoansulatuskanavan lääkkeet,,undefined
1238,2,A1A,10,Liikahappoisuuden hoito,,undefined
1239,3,A1AA,10,Antasidit,,undefined
1240,4,A02AA04,10,Magnesiumhydroksidi,magnesium hydroxide,undefined
1241,4,A02AD01,20,Tavanomaiset alumiini/kalsium/magnesiumyhdisteet,ordinary salt combinations,undefined
1242,4,A02AH,30,Natriumbikarbonaattia sisältävät antasidit,ATCDDD N/A,NOTDOI
1243,3,A1AB,20,H2-reseptorisalpaajat,,undefined
1244,4,A02BA01,10,Simetidiini,cimetidine,NOTDOI
1245,4,A02BA02,20,Ranitidiini,ranitidine,undefined
1246,4,A02BA03,30,Famotidiini,famotidine,undefined
1247,4,A02BA53,40,"Famotidiini, yhdistelmävalmisteet","famotidine, combinations",undefined
1248,3,A1AC,30,Prostaglandiinianalogit,,undefined
1249,4,A02BB01,10,Misoprostoli,misoprostol,undefined
1250,3,A1AD,40,Protonipumpun estäjät,,undefined
1251,4,A02BC01,10,Omepratsoli,omeprazole,undefined
1252,4,A02BC02,20,Pantopratsoli,pantoprazole,undefined
1253,4,A02BC03,30,Lansopratsoli,lansoprazole,undefined
1254,4,A02BC04,40,Rabepratsoli,rabeprazole,undefined
1255,4,A02BC05,50,Esomepratsoli,esomeprazole,undefined
1256,3,A1AE,50,Helikobakteerin häätöön tarkoitetut yhdistelmävalmisteet,,undefined
1257,4,A02BD08,10,"Vismuttisubsitraatti, metronidatsoli ja tetrasykliini","bismuth subcitrate, tetracycline and metronidazole",NOTDOI
1258,4,A02BD03,20,"Lansopratsoli, metronidatsoli ja amoksisilliini","lansoprazole, amoxicillin and metronidazole",undefined
1259,4,A02BD07,30,"Lansopratsoli, amoksisilliini ja klaritromysiini","lansoprazole, amoxicillin and clarithromycin",undefined
1260,3,A02BX02,60,Sukralfaatti,sucralfate,undefined
1261,3,A02BX13,70,Algiinihappo,alginic acid,undefined
1262,2,A1B,20,Suoliston toiminnallisten häiriöiden lääkkeet,,undefined
1263,3,A1BA,19,Antikolinergit,,undefined
1264,4,A03AA04,10,Mebeveriini,mebeverine,NOTDOI
1265,4,A03AA07,20,Disykloveriini,dicycloverine,NOTDOI
1266,4,A03AB02,30,Glykopyrroniumbromidi,glycopyrronium bromide,undefined
1267,4,A03AB05,40,Propanteliini,propantheline,NOTDOI
1268,4,A03BA03,60,Hyoskyamiini,hyoscyamine,NOTDOI
1269,4,A03BB01,70,Butyyliskopolamiini,butylscopolamine,undefined
1270,3,A1BB,20,Antikolinergiyhdistelmät,,undefined
1271,4,A03CA02,10,Klidiini ja psyykenlääke,clidinium and psycholeptics,undefined
1272,4,A03DA02,20,Pitofenoni ja analgeetti,pitofenone and analgesics,undefined
1273,3,A1BC,30,Suolen motiliteettiä lisäävät lääkkeet,,undefined
1274,4,A03AE04,10,Prukalopridi,ATCDDD N/A,NOTDOI
1275,4,A03FA01,20,Metoklopramidi,metoclopramide,undefined
1276,4,A03FA02,30,Sisapridi,cisapride,undefined
1277,4,A03FA03,40,Domperidoni,domperidone,NOTDOI
1278,4,A03FA07,41,Itopridihydrokloridi,itopride,NOTDOI
1279,4,A06AX04,50,Linaklotidi,linaclotide,NOTDOI
1280,4,N07AA02,51,Pyridostigmiini,pyridostigmine,undefined
1281,3,A03AD01,40,Papaveriini,papaverine,NOTDOI
1282,3,A03AX13,50,Silikonit,silicones,undefined
1283,3,A16AX08,60,Teduglutidi,teduglutide,NOTDOI
1284,3,A03AX15,61,Piparminttuöljy,menthae piperitae aetheroleum,NOTDOI
1285,2,A1D,40,Ulostuslääkkeet,,undefined
1286,3,A1DA,10,Suolta stimuloivat ulostuslääkkeet,,undefined
1287,4,A06AB02,10,Bisakodyyli,bisacodyl,undefined
1288,4,A06AB06,20,Sennaglykosidit,senna glycosides,undefined
1289,4,A06AB08,30,Natriumpikosulfaatti,sodium picosulfate,undefined
1290,4,A06AB56,40,Sennaglykosideja sisältävät yhdistelmävalmisteet,"senna glycosides, combinations",NOTDOI
1291,4,A06AB58,50,"Natriumpikosulfaatti, yhdistelmävalmisteet","sodium picosulfate, combinations",NOTDOI
1292,3,A1DB,20,Suolen sisältöä lisäävät ulostuslääkkeet,,undefined
1293,4,A06AC01,10,Ispaghula (psylliumin siemenet),ispaghula (psylla seeds),undefined
1294,4,A06AC51,20,"Ispaghula, yhdistelmävalmisteet","ispaghula, combinations",undefined
1295,3,A1DC,30,Osmoottiset ulostuslääkkeet,,undefined
1296,4,A06AD11,20,Laktuloosi,lactulose,undefined
1297,4,A06AD15,21,Makrogoli,macrogol,NOTDOI
1298,4,A06AD65,30,"Makrogoli, yhdistelmävalmisteet","macrogol, combinations",NOTDOI
1299,4,A06AD17,40,Natriumfosfaatti,sodium phosphate,NOTDOI
1300,3,A1DD,40,Peräruiskeet,,undefined
1301,4,A06AG01,10,Natriumfosfaatti,sodium phosphate,NOTDOI
1302,4,A06AG02,20,Bisakodyyli,bisacodyl,undefined
1303,4,A06AG10,30,Natriumdokusaatti ja natriumdokusaattia sisältävät yhdistelmävalmisteet,"docusate sodium, incl. combinations",undefined
1304,4,A06AG11,40,Lauryylisulfaatti ja lauryylisulfaattia sisältävät yhdistelmävalmisteet,"sodium lauryl sulfoacetate, incl. combinations",undefined
1305,3,A1DE,50,Suolistossa vaikuttavat opioidiantagonistit,,undefined
1306,4,A06AH01,10,Metyylinaltreksonibromidi,methylnaltrexone bromide,undefined
1307,4,A06AH03,20,Naloksegoli,naloxegol,NOTDOI
1308,4,A06AH05,21,Naldemediini ,naldemedine,NOTDOI
1309,3,A1DF,60,Muut ulostuslääkkeet,,NOTDOI
1310,4,A03AE04,10,Prukalopridi,ATCDDD N/A,NOTDOI
1311,4,A06AX04,20,Linaklotidi,linaclotide,NOTDOI
1312,2,A1E,50,Ripulin ja suolistotulehdusten hoito,,undefined
1313,3,A07CA,0,Elektrolyytti/hiilihydraattivalmisteet,Oral rehydration salt formulations,undefined
1314,3,A1EA,0,Suolistoantibiootit,,undefined
1315,4,A07AA02,10,Nystatiini,nystatin,undefined
1316,4,A07AA13,10,Rifamysiini,rifamycin,NOTDOI
1317,4,A07AA06,20,Paromomysiini,paromomycin,NOTDOI
1318,4,A07AA07,30,Amfoterisiini,amphotericin B,NOTDOI
1319,4,A07AA09,40,Vankomysiini,vancomycin,undefined
1320,4,A07AA10,50,Kolistiini,colistin,NOTDOI
1321,4,A07AA11,60,Rifaksimiini ,rifaximin,undefined
1322,4,A07AA12,70,Fidaksomisiini,fidaxomicin,NOTDOI
1323,3,A1EB,0,Hiilivalmisteet,,undefined
1324,4,A07BA01,10,Lääkehiili,medicinal charcoal,undefined
1325,3,A1ED,0,Suolen motiliteettia vähentävät lääkkeet  (opioidijohdokset),,undefined
1326,4,A07DA03,10,Loperamidi,loperamide,undefined
1327,4,A07DA06,20,Eluksadolini,eluxadoline,NOTDOI
1328,4,A07DA53,30,"Loperamidi, yhdistelmävalmisteet","loperamide, combinations",undefined
1329,3,A1EE,0,Paikalliset kortikosteroidit,,undefined
1330,4,A07EA01,10,Prednisoloni,prednisolone,NOTDOI
1331,4,A07EA02,20,Hydrokortisoni,hydrocortisone,undefined
1332,4,A07EA06,30,Budesonidi,budesonide,undefined
1333,3,A1EF,0,5-ASA ja sen johdokset,,undefined
1334,4,A07EC01,10,Sulfasalatsiini,sulfasalazine,undefined
1335,4,A07EC02,20,Mesalatsiini,mesalazine,undefined
1336,3,A1EFA,0,IBD:n immunosuppressiiviset lääkkeet,,NOTDOI
1337,4,L01BB02,8,Merkaptopuriini,mercaptopurine,undefined
1338,4,L04AF01,8,Tofasitinibi,tofacitinib,NOTDOI
1339,4,L04AF03,9,Upadasitinibi,upadacitinib,NOTDOI
1340,4,L04AG05,9,Vedolitsumabi,vedolizumab,NOTDOI
1341,4,L04AF04,10,Filgotinibi,filgotinib,NOTDOI
1342,4,L04AB02,30,Infliksimabi,infliximab,undefined
1343,4,L04AB04,40,Adalimumabi,adalimumab,undefined
1344,4,L04AB06,50,Golimumabi,golimumab,undefined
1345,4,L04AC05,60,Ustekinumabi,ustekinumab,undefined
1346,4,L04AC16,61,Guselkumabi,guselkumab,NOTDOI
1347,4,L04AC18,61,Risankitsumabi,risankizumab,NOTDOI
1348,4,L04AC24,61,Mirikitsumabi,mirikizumab,NOTDOI
1349,4,L04AX01,61,Atsatiopriini,azathioprine,undefined
1350,4,L04AX03,62,Metotreksaatti,methotrexate,undefined
1351,4,L04AX08,62,Darvadstroseli,darvadstrocel,NOTDOI
1352,3,A1EG,0,Mikro-organismit,,undefined
1353,4,A07FA01,10,Maitohappobakteerit,lactic acid producing organisms,undefined
1354,4,A07FA02,20,Saccharomyces boulardii,saccharomyces boulardii,undefined
1355,4,A07FA,30,E. coli NISSLE 1917,ATCDDD N/A,NOTDOI
1356,4,A07FA51,40,"Maitohappobakteerit, yhdistelmävalmisteet","lactic acid producing organisms, combinations",NOTDOI
1357,3,A07XA04,100,Rasekadotriili,racecadotril,NOTDOI
1358,3,A07EB01,150,Dinatriumkromoglikaatti,cromoglicic acid,undefined
1359,2,A1F,60,Lihavuuslääkkeet,,undefined
1360,3,A08AA12,20,Setmelanotidi,setmelanotide,NOTDOI
1361,3,A08AA51,21,Fentermiini ja topiramaatti,phentermine and topiramate,NOTDOI
1362,3,A08AA62,30,Bupropioni ja naltreksoni,bupropion and naltrexone,NOTDOI
1363,3,A08AB01,40,Orlistaatti,orlistat,undefined
1364,3,A10BJ02,50,Liraglutidi,liraglutide,NOTDOI
1365,3,A10BJ06,51,Semaglutidi,semaglutide,NOTDOI
1366,3,A10BX16,51,Tirtsepatidi,tirzepatide,NOTDOI
1367,2,A1H,90,Ruoansulatusentsyymit ja happovalmisteet,,undefined
1368,3,A09AA02,10,"Useita entsyymejä (lipaasi, proteaasi jne.) sisältävät valmisteet","multienzymes (lipase, protease etc.)",undefined
1369,3,A09AB01,20,Glutamiinihappo,glutamic acid hydrochloride,undefined
1370,2,A1L,100,Anaboliset lääkkeet,,NOTDOI
1371,3,A14AA08,20,Oksandroloni,oxandrolone,NOTDOI
1372,3,A14AB01,30,Nandroloni,nandrolone,undefined
1373,2,A1K,110,"Sapen eritys, sappihapot",,undefined
1374,3,A05AA02,10,Ursodeoksikoolihappo,ursodeoxycholic acid,undefined
1375,3,A05AA04,20,Obetikoolihappo,obeticholic acid,NOTDOI
1376,3,A05AX04,21,Maraliksibaatti,maralixibat chloride,NOTDOI
1377,3,A05AX05,30,Odeviksibaatti,odevixibat,NOTDOI
1378,3,A05AX06,31,Elafibranori,elafibranor,NOTDOI
1379,3,A05AX07,32,Seladelpaari,seladelpar,NOTDOI
1380,2,C1R,120,Peräpukamien ja peräaukon haavaumien hoito,,undefined
1381,3,C05AA01,10,Hydrokortisoni,hydrocortisone,undefined
1382,3,C05AA04,20,Prednisoloni,prednisolone,undefined
1383,3,C05AA08,30,Fluokortoloni,fluocortolone,undefined
1384,3,C05AD01,40,Lidokaiini,lidocaine,NOTDOI
1385,3,C05AE01,50,Glyseryylitrinitraatti,glyceryl trinitrate,undefined
1386,3,C05AX03,60,Muut yhdistelmävalmisteet,"other preparations, combinations",undefined
1387,2,A1G,121,Suun ja hampaiden hoito,,undefined
1388,3,A1GA,10,Karieksen esto,,undefined
1389,4,A01AA01,10,Natriumfluoridi,sodium fluoride,undefined
1390,4,A01AA03,20,Olafluuri,olaflur,undefined
1391,4,A01AA51,30,"Natriumfluoridi, yhdistelmävalmisteet","sodium fluoride, combinations",undefined
1392,3,A1GB,20,"Suun paikallishoito, mikrobilääkkeet",,undefined
1393,4,A01AB03,10,Klooriheksidiini,chlorhexidine,undefined
1394,4,A01AB04,20,Amfoterisiini,amphotericin B,undefined
1395,4,A01AB09,30,Mikonatsoli,miconazole,undefined
1396,4,A01AB11,40,Jodi,various,undefined
1397,4,A07AA02,41,Nystatiini,nystatin,undefined
1398,3,A1GC,30,"Suun paikallishoito, kortikosteroidit",,undefined
1399,4,A01AC01,10,Triamsinoloni,triamcinolone,undefined
1400,3,A01AD11,40,Muu suun ja hampaiden hoito,various,NOTDOI
1401,1,A1C,11,Pahoinvointilääkkeet,,undefined
1402,2,A1CA,10,Serotoniiniantagonistit,,undefined
1403,3,A04AA01,10,Ondansetroni,ondansetron,undefined
1404,3,A04AA02,20,Granisetroni,granisetron,undefined
1405,3,A04AA03,30,Tropisetroni,tropisetron,undefined
1406,3,A04AA05,40,Palonosetroni,palonosetron,undefined
1407,3,A04AA55,50,"Palonosetroni, yhdistelmävalmisteet","palonosetron, combinations",NOTDOI
1408,2,A03FA01,20,Metoklopramidi,metoclopramide,undefined
1409,2,A04AD01,30,Skopolamiini,scopolamine,undefined
1410,2,A04AD11,38,Nabiloni,nabilone,NOTDOI
1411,2,R06AA59,39,"Doksylamiini, yhdistelmävalmisteet","doxylamine, combinations",NOTDOI
1412,2,R06AE03,39,Syklitsiini,cyclizine,undefined
1413,2,R06AE05,40,Meklotsiini,meclozine,undefined
1414,2,A1CB,50,Substanssi P:n antagonistit,,NOTDOI
1415,3,A04AD12,10,Aprepitantti,aprepitant,undefined
1416,3,A04AD14,20,Rolapitantti,rolapitant,NOTDOI
1417,2,A1CC,60,Neuroleptit,,NOTDOI
1418,3,N05AA03,10,Promatsiini,promazine,NOTDOI
1419,3,N05AB04,20,Proklooriperatsiini,prochlorperazine,undefined
1420,3,N05AD08,30,Droperidoli,droperidol,NOTDOI
1421,1,H1,12,Hormonit (paitsi insuliinit) ja ehkäisy,,undefined
1422,2,G2A,10,Sukupuolihormonit ja sukuelimiin vaikuttavat aineet,,undefined
1423,3,G2AA,10,Hormonaaliset ehkäisyvalmisteet (systeeminen vaikutus),,undefined
1424,4,G2AAA,10,Progestageenin ja estrogeenin kiinteät yhdistelmät,,undefined
1425,5,G03AA07,10,Levonorgestreeli ja etinyyliestradioli,levonorgestrel and ethinylestradiol,undefined
1426,5,G03AA09,20,Desogestreeli ja etinyyliestradioli,desogestrel and ethinylestradiol,undefined
1427,5,G03AA10,30,Gestodeeni ja etinyyliestradioli,gestodene and ethinylestradiol,undefined
1428,5,G03AA11,40,Norgestimaatti ja etinyyliestradioli,norgestimate and ethinylestradiol,undefined
1429,5,G03AA12,50,Drospirenoni ja etinyyliestradioli,drospirenone and ethinylestradiol,undefined
1430,5,G03AA13,60,Norelgestromiini ja etinyyliestradioli,norelgestromin and ethinylestradiol,undefined
1431,5,G03AA14,70,Nomegestroli ja estradioli,nomegestrol and estradiol,NOTDOI
1432,5,G03AA16,80,Dienogesti ja etinyyliestradioli,dienogest and ethinylestradiol,NOTDOI
1433,5,G03AA18,90,Drospirenoni ja estetroli,drospirenone and estetrol,NOTDOI
1434,5,G03HB01,91,Syproteroni ja etinyyliestradioli,cyproterone and estrogen,undefined
1435,4,G2AAB,20,Progestageenin  ja estrogeenin sekventiaalivalmisteet,,undefined
1436,5,G03AB03,10,Levonorgestreeli ja etinyyliestradioli,levonorgestrel and ethinylestradiol,undefined
1437,5,G03AB05,20,Desogestreeli ja etinyyliestradioli,desogestrel and ethinylestradiol,undefined
1438,5,G03AB06,30,Gestodeeni ja etinyyliestradioli,gestodene and ethinylestradiol,undefined
1439,5,G03AB08,40,Dienogesti ja estradioli,dienogest and estradiol,NOTDOI
1440,4,G2AAC,30,Progestageenit,,undefined
1441,5,G03AC01,10,Noretisteroni,norethisterone,undefined
1442,5,G03AC03,20,Levonorgestreeli,levonorgestrel,undefined
1443,5,G03AC06,30,Medroksiprogesteroni,medroxyprogesterone,undefined
1444,5,G03AC08,40,Etonogestreeli,etonogestrel,undefined
1445,5,G03AC09,50,Desogestreeli,desogestrel,undefined
1446,5,G03AC10,60,Drospirenoni,drospirenone,NOTDOI
1447,4,G2AAD,40,Jälkiehkäisy,,undefined
1448,5,G03AD01,10,Levonorgestreeli,levonorgestrel,NOTDOI
1449,5,G03AD02,20,Ulipristaali,ulipristal,undefined
1450,3,G2AB,20,Paikallisesti käytettävät ehkäisimet,,undefined
1451,4,G02BA03,10,Progesteronia sisältävä muovikierukka,plastic IUD with progestogen,undefined
1452,4,G02BB01,20,Progestogeeniä ja estrogeeniä sisältävät emätinrenkaat,vaginal ring with progestogen and estrogen,undefined
1453,3,G2AC,30,Androgeenit,,undefined
1454,4,G03BA03,10,Testosteroni,testosterone,undefined
1455,4,G03BB01,20,Mesteroloni,mesterolone,NOTDOI
1456,4,G03BB02,30,Androstanoloni,androstanolone,NOTDOI
1457,3,G2AD,40,Estrogeenit ja estrogeenireseptorin muuntelijat,,undefined
1458,4,G03CA03,10,Estradioli,estradiol,undefined
1459,4,G03CA04,20,Estrioli,estriol,undefined
1460,4,G03CA57,30,Konjugoidut estrogeenit,conjugated estrogens,NOTDOI
1461,4,G03CX01,40,Tiboloni,tibolone,undefined
1462,4,G03XC01,50,Raloksifeeni,raloxifene,undefined
1463,3,G2AI,45,Estrogeeni ja muu lääkeaine,ATCDDD N/A,NOTDOI
1464,3,G2AE,50,Progestageenit (muu kuin raskauden ehkäisy),,undefined
1465,4,G03DA02,10,Medroksiprogesteroni,medroxyprogesterone,undefined
1466,4,G03DA03,20,Hydroksiprogesteroni,hydroxyprogesterone,NOTDOI
1467,4,G03DA04,30,Progesteroni,progesterone,undefined
1468,4,G03DB01,40,Dydrogesteroni,dydrogesterone,undefined
1469,4,G03DB08,50,Dienogesti,dienogest,NOTDOI
1470,4,G03DC02,60,Noretisteroni,norethisterone,undefined
1471,4,G03DC03,70,Lynestrenoli,lynestrenol,undefined
1472,3,G2AF,60,Progestageenien ja estrogeenien yhdistelmävalmisteet,,undefined
1473,4,G2AFA,10,Kiinteät yhdistelmät,,undefined
1474,5,G03FA01,10,Noretisteroni ja estrogeeni,norethisterone and estrogen,undefined
1475,5,G03FA12,20,Medroksiprogesteroni ja estrogeeni,medroxyprogesterone and estrogen,undefined
1476,5,G03FA14,30,Dydrogesteroni ja estrogeeni,dydrogesterone and estrogen,undefined
1477,5,G03FA17,40,Drospirenoni ja estrogeeni,drospirenone and estrogen,undefined
1478,4,G2AFB,20,Sekventiaalivalmisteet,,undefined
1479,5,G03FB05,10,Noretisteroni ja estrogeeni,norethisterone and estrogen,undefined
1480,5,G03FB06,20,Medroksiprogesteroni ja estrogeeni,medroxyprogesterone and estrogen,undefined
1481,5,G03FB08,30,Dydrogesteroni ja estrogeeni,dydrogesterone and estrogen,undefined
1482,3,G2AG,70,Ovulaation stimuloijat,,undefined
1483,4,G03GA01,10,Koriongonadotropiini,chorionic gonadotrophin,undefined
1484,4,G03GA02,20,Menotropiini,human menopausal gonadotrophin,undefined
1485,4,G03GA04,30,Urofollitropiini,urofollitropin,undefined
1486,4,G03GA05,40,Follitropiini alfa,follitropin alfa,undefined
1487,4,G03GA06,50,Follitropiini beeta,follitropin beta,undefined
1488,4,G03GA07,60,Lutropiini alfa,lutropin alfa,undefined
1489,4,G03GA08,70,Koriongonadotropiini alfa,choriogonadotropin alfa,undefined
1490,4,G03GA09,80,Korifollitropiini alfa,corifollitropin alfa,NOTDOI
1491,4,G03GA10,81,Follitropiini delta ,follitropin delta,NOTDOI
1492,4,G03GA30,90,Follitropiini alfa ja lutropiini alfa,combinations,NOTDOI
1493,4,G03GB02,100,Klomifeeni,clomifene,undefined
1494,3,G2AH,80,Antiandrogeenit,,undefined
1495,4,G03HA01,10,Syproteroni,cyproterone,undefined
1496,4,G03HB01,20,Syproteroni ja etinyyliestradioli,cyproterone and estrogen,undefined
1497,3,G03XA01,90,Danatsoli,danazol,NOTDOI
1498,3,G03XB01,100,Mifepristoni,mifepristone,undefined
1499,3,G03XB02,110,Ulipristaali,ulipristal,NOTDOI
1500,3,G03XX01,120,Prasteroni,prasterone,NOTDOI
1501,2,H1A,20,Aivolisäkkeen ja hypotalamuksen hormonit,,undefined
1502,3,H1AA,10,Aivolisäkkeen etulohkon hormonit,,undefined
1503,4,H01AA02,10,Tetrakosaktidi,tetracosactide,NOTDOI
1504,4,H01AC08,10,Somatrogoni ,somatrogon,NOTDOI
1505,4,H01AB01,20,Tyrotropiini,thyrotropin alfa,undefined
1506,4,H01AC01,30,Somatropiini,somatropin,undefined
1507,4,H01AC03,40,Mekasermiini,mecasermin,undefined
1508,4,H01AC07,50,Somapasitaani,somapacitan,NOTDOI
1509,4,H01AX01,60,Pegvisomantti,pegvisomant,undefined
1510,3,H1AB,20,Aivolisäkkeen takalohkon hormonit,,undefined
1511,4,H01BA01,10,Vasopressiini (argipressiini),vasopressin (argipressin),NOTDOI
1512,4,H01BA02,20,Desmopressiini,desmopressin,undefined
1513,4,H01BA04,30, Terlipressiini,terlipressin,undefined
1514,4,H01BB02,40,Oksitosiini,oxytocin,undefined
1515,4,H01BB03,50,Karbetosiini,carbetocin,NOTDOI
1516,3,H1AC,30,Hypotalamuksen hormonit,,undefined
1517,4,H1ACA,10,Gonadotropiinia vapauttavat hormonit,,NOTDOI
1518,5,H01CA03,9,Histreliini,ATCDDD N/A,NOTDOI
1519,5,H01CA02,10,Nafareliini,nafarelin,undefined
1520,5,L02AE01,10,Busereliini,buserelin,undefined
1521,5,L02AE02,10,Leuproreliini,leuprorelin,undefined
1522,5,L02AE03,10,Gosereliini,goserelin,undefined
1523,5,L02AE04,10,Triptoreliini,triptorelin,undefined
1524,4,H1ACB,20,Gonadotropiinin vapautumisen estäjät,,NOTDOI
1525,5,H01CC01,10,Ganireliksi,ganirelix,undefined
1526,5,H01CC02,20,Setroreliksi,cetrorelix,undefined
1527,5,H01CC04,21,Lintsagoliksi,linzagolix,NOTDOI
1528,5,H01CC54,30,"Relugoliksi, estradioli ja noretisteroniasetaatti","relugolix, estradiol and norethisterone",NOTDOI
1529,4,H1ACC,30,Somatostatiinin analogit,,NOTDOI
1530,5,H01CB02,10,Oktreotidi,octreotide,undefined
1531,5,H01CB03,20,Lanreotidi,lanreotide,undefined
1532,5,H01CB05,30,Pasireotidi,pasireotide,NOTDOI
1533,2,H1C,30,Kortikosteroidit (systeeminen käyttö),,undefined
1534,3,H1CA,10,Mineralokortikoidit,,undefined
1535,4,H02AA02,10,Fludrokortisoni,fludrocortisone,undefined
1536,3,H1CB,20,"Glukokortikoidit, myös yhdistelmävalmisteet",,undefined
1537,4,H02AB01,10,Beetametasoni,betamethasone,undefined
1538,4,H02AB02,20,Deksametasoni,dexamethasone,undefined
1539,4,H02AB04,30,Metyyliprednisoloni,methylprednisolone,undefined
1540,4,H02AB06,40,Prednisoloni,prednisolone,undefined
1541,4,H02AB07,50,Prednisoni,prednisone,undefined
1542,4,H02AB08,60,Triamsinoloni,triamcinolone,undefined
1543,4,H02AB09,70,Hydrokortisoni,hydrocortisone,undefined
1544,4,H02AB10,71,Kortisoni,cortisone,NOTDOI
1545,4,H02AB13,80,Deflatsakorti,deflazacort,undefined
1546,4,H02AB18,81,Vamoroloni,vamorolone,NOTDOI
1547,4,H02BX01,90,"Metyyliprednisoloni, yhdistelmävalmisteet","methylprednisolone, combinations",undefined
1548,3,H1CC,30,Kortikosteroidiantagonistit,,NOTDOI
1549,4,H02CA02,10,Osilodrostaatti,osilodrostat,NOTDOI
1550,2,H1D,40,Kilpirauhasen toiminnan häiriöiden hoito,,undefined
1551,3,H1DA,10,Kilpirauhashormonit,,undefined
1552,4,H03AA01,10,Levotyroksiini,levothyroxine sodium,undefined
1553,4,H03AA02,20,Liotyroniini,liothyronine sodium,NOTDOI
