TDOI,ID,English,Finnish,"Upper LTK group","LTK group name"
10040,L01XD07,padeliporfin,Padeliporfiini,L1AEC,Fotodynaamisessa/säteilyhoidossa käytettävät herkistäjät
10041,J07BD54,"measles, combinations with mumps, rubella and varicella, live attenuated","Tuhkarokko-sikotauti-vihurirokko-vesirokkorokote, elävä heikennetty virus",J2BBD,Tuhkarokko
10042,404,,,,
10043,404,,,,
10044,R02AX03,benzydamine,Bentsydamiini,R1FA,Kurkkukipuun käytettävät valmisteet
10045,S01BA02,hydrocortisone,Hydrokortisoni,S1CA,Kortikosteroidit
10046,404,,,,
10047,404,,,,
10048,404,,,,
10049,404,,,,
10050,404,,,,
10051,404,,,,
10052,404,,,,
10053,404,,,,
10054,404,,,,
10055,404,,,,
10056,404,,,,
10057,404,,,,
10058,404,,,,
10059,404,,,,
10060,404,,,,
10061,404,,,,
10062,404,,,,
10063,404,,,,
10064,404,,,,
10065,404,,,,
10066,404,,,,
10067,404,,,,
10068,404,,,,
10069,404,,,,
10070,404,,,,
10071,V09IX12,fluciclovine (18F),Flusikloviini(18F),V09I,Kasvainten diagnosointi
10072,L04AA36,ATCDDD N/A,500,Check manually,
10073,404,,,,
10074,S01XA24,cenegermin,Senegermiini,S1M,Muut silmätautien lääkkeet
10075,D03AX13,Betulae cortex,Betulae cortex,D1F,"Pehmentävät ja suojaavat valmisteet, haavojen ja palovammojen hoito"
10076,A10AE54,insulin glargine and lixisenatide,Glargininsuliini ja liksisenatidi,A2AD,Ylipitkävaikutteiset
10077,R03AL08,"vilanterol, umeclidinium bromide and fluticasone furoate","Vilanteroli, umeklinidiumbromidi ja flutikasoni",R1AJ,"Pitkävaikutteinen beeta-2-agonisti, antikolinergi ja glukokortikoidi"
10078,D05BXXX,ATCDDD N/A,500,Check manually,
10079,404,,,,
10080,L01XE25,ATCDDD N/A,500,Check manually,
10081,J05AX18,letermovir,Letermoviiri,J0AB,Herpes/sytomegalo/Ebstein-Barr -lääkkeet
10082,V2G,N/A,Muut myrkytysten hoidossa käytettävät lääkkeet.,V2,"Myrkytysten, yliannostusten ym. hoito"
10083,404,,,,
10084,404,,,,
10085,404,,,,
10086,404,,,,
10087,404,,,,
10088,J07CA10,typhoid-hepatitis A,Lavantauti - hepatiitti A -rokote,J2BC,Rokotteiden yhdistelmävalmisteet
10089,B02BX06,emicizumab,Emisitsumabi,B1BE,Veren hyytymistekijät ja muut systeemisesti käytettävät hemostaatit
10090,N02CX07,ATCDDD N/A,500,Check manually,
10091,404,,,,
10092,404,,,,
10093,404,,,,
10094,404,,,,
10095,404,,,,
10096,404,,,,
10097,404,,,,
10098,404,,,,
10099,404,,,,
10100,404,,,,
10101,404,,,,
10102,404,,,,
10103,404,,,,
10104,404,,,,
10105,404,,,,
10106,404,,,,
10107,C07AB14,landiolol,Landiololi,C1BDA,Selektiiviset beetasalpaajat
10108,A16AB18,vestronidase alfa,Vestronidaasi alfa,A1JB,Entsyymit
10109,J01AA13,eravacycline,Eravasykliini,J1AA,Tetrasykliinit
10110,B01AX07,caplacizumab,Kaplasitsumabi,B1E,Muut hematologiset lääkkeet
10111,404,,,,
10112,404,,,,
10113,404,,,,
10114,404,,,,
10115,A16AX12,trientine,Trientiini,A1JC,Muut aineenvaihduntasairauksien lääkkeet
10116,G03XX01,prasterone,Prasteroni,G2A,Sukupuolihormonit ja sukuelimiin vaikuttavat aineet
10117,M01CX,Other specific antirheumatic agents,Kondroitiinisulfaatti ja glukosamiini,M1D,Muut TULES- ja kipulääkkeet
10118,A10BD23,metformin and ertugliflozin,Metformiini ja ertugliflotsiini,A2BB,Oraalisten diabeteslääkkeiden yhdistelmävalmisteet
10119,A10BD24,sitagliptin and ertugliflozin,Sitagliptiini ja ertugliflotsiini,A2BB,Oraalisten diabeteslääkkeiden yhdistelmävalmisteet
10120,A10BK04,ertugliflozin,Ertugliflotsiini,A2BI,Glukoosinkuljettajaproteiini 2:n estäjät
10121,404,,,,
10122,A16AB15,velmanase alfa,Velmanaasi alfa,A1JB,Entsyymit
10123,J05AH03,peramivir,Peramiviiri,J1DB,Influenssaviruslääkkeet
10124,J05AR20,"emtricitabine, tenofovir alafenamide and bictegravir","Biktegraviiri, emtrisitabiini ja tenofoviirialafenamidi",J1DCD,HIV-lääkkeiden yhdistelmät
10125,A16AA07,metreleptin,Metreleptiini,A1JA,Aminohapot
10126,L01XE41,ATCDDD N/A,500,Check manually,
10127,L01XE46,ATCDDD N/A,500,Check manually,
10128,L04AC17,tildrakizumab,Tildrakitsumabi,D1E,Psoriaasilääkkeet
10129,N05AX16,brexpiprazole,Brekspipratsoli,N2AB,Uudemmat (epätyypilliset) psykoosilääkkeet
10130,M05BX05,burosumab,Burosumabi,M2C,Muut luukudokseen vaikuttavat lääkkeet
10131,B06AC05,lanadelumab,Lanadelumabi,B1D,Perinnöllisen angioedeeman (HAE) lääkkeet
10132,J05AG06,doravirine,Doraviriini,J1DCB,Käänteiskopioijaentsyymin estäjät
10133,J05AR24,"lamivudine, tenofovir disoproxil and doravirine","Doraviriini, lamivudiini ja tenofoviiridisoproksiili",J1DCD,HIV-lääkkeiden yhdistelmät
10134,404,,,,
10135,404,,,,
10136,404,,,,
10137,404,,,,
10138,404,,,,
10139,404,,,,
10140,404,,,,
10141,404,,,,
10142,404,,,,
10143,404,,,,
10144,404,,,,
10145,404,,,,
10146,404,,,,
10147,G2AI,N/A,Estrogeeni ja muu lääkeaine,G2A,Sukupuolihormonit ja sukuelimiin vaikuttavat aineet
10148,G03CC07,conjugated estrogens and bazedoxifene,500,Check manually,
10149,J05AR21,dolutegravir and rilpivirine,Dolutegraviiri ja rilpiviriini,J1DCD,HIV-lääkkeiden yhdistelmät
10150,404,,,,
10151,404,,,,
10152,404,,,,
10153,404,,,,
10154,A06AH05,naldemedine,Naldemediini,A1DE,Suolistossa vaikuttavat opioidiantagonistit
10155,404,,,,
10156,B02BX07,lusutrombopag,Lusutrombopagi,L1CAB,Verihiutalekasvutekijät
10157,L02BB05,apalutamide,Apalutamidi,L1BBB,Antiandrogeenit
10158,L03AB15,ropeginterferon alfa-2b,Ropeginterferoni alfa-2b,L1CB,Interferonit
10159,N07XX12,patisiran,Patisiraani,N2M,Muut hermostoon vaikuttavat lääkkeet
10160,V04CD06,macimorelin,Masimoreliini,V3C,Aivolisäkkeen toimintatestit
10161,R03AL07,formoterol and glycopyrronium bromide,Formoteroli ja glykopyrroniumbromidi,R1AH,Pitkävaikutteinen beeta-2-agonisti ja antikolinergi
10162,404,,,,
10163,404,,,,
10164,404,,,,
10165,404,,,,
10166,404,,,,
10167,404,,,,
10168,404,,,,
10169,404,,,,
10170,404,,,,
10171,V03AB31,prussian blue,Preussinsini,V2A,Myrkytysten antidootit
10172,404,,,,
10173,V03AB38,andexanet alfa,Andeksaneetti alfa,V2A,Myrkytysten antidootit
10174,404,,,,
10175,L01XY01,cytarabine and daunorubicin,Daunorubisiini ja sytarabiini,L1AEE,Muut syöpälääkkeet
10176,404,,,,
10177,404,,,,
10178,404,,,,
10179,404,,,,
10180,404,,,,
10181,L04AJ02,ravulizumab,Ravulitsumabi,L1DJ,Komplementin estäjät
10182,404,,,,
10183,404,,,,
10184,404,,,,
10185,404,,,,
10186,404,,,,
10187,V03AE10,sodium zirconium cyclosilicate,Natriumsirkoniumsyklosilikaatti,V2C,Hyperkalemia- ja hyperfosfatemialääkkeet
10188,404,,,,
10189,404,,,,
10190,404,,,,
10191,404,,,,
10192,404,,,,
10193,404,,,,
10194,404,,,,
10195,404,,,,
10196,N07XX15,inotersen,Inoterseeni,N2M,Muut hermostoon vaikuttavat lääkkeet
10197,L04AX08,darvadstrocel,Darvadstroseli,L1DX,Muut immunosuppressantit
10198,S01XA27,voretigene neparvovec,Voretigeenineparvoveekki,S1M,Muut silmätautien lääkkeet
10199,L04AC18,risankizumab,Risankitsumabi,D1E,Psoriaasilääkkeet
10200,B02BX08,avatrombopag,Avatrombopagi,L1CAB,Verihiutalekasvutekijät
10201,J05AX23,ibalizumab,Ibalitsumabi,J1DD,Muut HIV-lääkkeet
10202,C01CX09,angiotensin II,Angiotensiini II,C1AB,Inotrooppiset lääkkeet
10203,404,,,,
10204,A16AX09,glycerol phenylbutyrate,Glyserolifenyylibutyraatti,A1JC,Muut aineenvaihduntasairauksien lääkkeet
10205,404,,,,
10206,404,,,,
10207,404,,,,
10208,404,,,,
10209,404,,,,
10210,404,,,,
10211,404,,,,
10212,404,,,,
10213,404,,,,
10214,N02CD03,fremanezumab,Fremanetsumabi,CGRPA,CGRP-antagonistit
10215,404,,,,
10216,L01XE54,ATCDDD N/A,500,Check manually,
10217,404,,,,
10218,L04AF03,upadacitinib,Upadasitinibi,D1HA,Atooppisen ihottuman lääkkeet
10219,N06AX27,esketamine,Esketamiini,N2DD,Muut masennuslääkkeet
10220,J01MA23,delafloxacin,Delafloksasiini,J1AH,Fluorokinolonit
10221,404,,,,
10222,404,,,,
10223,404,,,,
10224,404,,,,
10225,404,,,,
10226,404,,,,
10227,D01AC10,bifonazole,Bifonatsoli,D1BA,Paikalliset sienilääkkeet
10228,404,,,,
10229,A10BJ06,semaglutide,Semaglutidi,A2BH,GLP-1-analogit
10230,G03AC10,drospirenone,Drospirenoni,G2AAC,Progestageenit
10231,B02BX09,fostamatinib,Fostamatinibi,B1E,Muut hematologiset lääkkeet
10232,S01LA06,brolucizumab,Brolusitsumabi,S1K,Uudelleensuonittumisen estoon käytettävät lääkkeet
10233,M05BX06,romosozumab,Romosotsumabi,M2C,Muut luukudokseen vaikuttavat lääkkeet
10234,J01DH56,"imipenem, cilastatin and relebactam","Imipeneemi, silastatiini ja relebaktaami",J1ACF,Karbapeneemit
10235,N06BA14,solriamfetol,Solriamfetoli,N2M,Muut hermostoon vaikuttavat lääkkeet
10236,S1DF,N/A,Muut glaukoomalääkkeet,S1D,Glaukoomalääkkeet
10237,S01EX05,netarsudil,Netarsudiili,S1DF,Muut glaukoomalääkkeet
10238,J2BBK,N/A,Ebola,J2BB,Virusrokotteet
10239,J07BX02,ebola vaccines,Ebola Zaire -rokote,J2BBK,Ebola
10240,H1CC,N/A,Kortikosteroidiantagonistit,H1C,Kortikosteroidit (systeeminen käyttö)
10241,H02CA02,osilodrostat,Osilodrostaatti,H1CC,Kortikosteroidiantagonistit
10242,404,,,,
10243,404,,,,
10244,404,,,,
10245,404,,,,
10246,404,,,,
10247,404,,,,
10248,404,,,,
10249,404,,,,
10250,404,,,,
10251,404,,,,
10252,404,,,,
10253,404,,,,
10254,404,,,,
10255,404,,,,
10256,L01XC37,ATCDDD N/A,500,Check manually,
10257,404,,,,
10258,L04AA42,ATCDDD N/A,500,Check manually,
10259,404,,,,
10260,404,,,,
10261,404,,,,
10262,404,,,,
10263,404,,,,
10264,404,,,,
10265,404,,,,
10266,D11AA02,ATCDDD N/A,Aluminiumkloridi,D1HD,Muut ihotautilääkkeet
10267,404,,,,
10268,C10BA06,rosuvastatin and ezetimibe,Rosuvastatiini ja etsetimibi,C1PF,Statiini ja muu lipidilääke
10269,J01DI04,cefiderocol,Kefiderokoli,J1ACG,"Muut kefalosporiinit, myös yhdistelmävalmisteet"
10270,D11AH06,crisaborole,Krisaboroli,D1HA,Atooppisen ihottuman lääkkeet
10271,B06AX02,betibeglogene autotemcel,Betibeglogeeniautotemseeli,B1E,Muut hematologiset lääkkeet
10272,404,,,,
10273,404,,,,
10274,404,,,,
10275,404,,,,
10276,404,,,,
10277,A16AX16,givosiran,Givosiraani,A1JC,Muut aineenvaihduntasairauksien lääkkeet
10278,C10AX15,bempedoic acid,Bempedoiinihappo,C1PE,Muut lipidilääkkeet
10279,M09AX09,onasemnogene abeparvovec,Onasemnogeeniabeparvoveekki,A1JD,Lihasdystrofioiden lääkkeet
10280,L04AE02,ozanimod,Otsanimodi,L1DE,S1P-reseptorin modulaattorit
10281,404,,,,
10282,L02BB06,darolutamide,Darolutamidi,L1BBB,Antiandrogeenit
10283,B03XA06,luspatercept,Luspatersepti,B1CC,Muut anemialääkkeet
10284,404,,,,
10285,404,,,,
10286,404,,,,
10287,404,,,,
10288,404,,,,
10289,404,,,,
10290,404,,,,
10291,404,,,,
10292,404,,,,
10293,R03AL12,"indacaterol, glycopyrronium bromide and mometasone","Indakateroli, glykopyrroniumbromidi ja mometasoni",R1AJ,"Pitkävaikutteinen beeta-2-agonisti, antikolinergi ja glukokortikoidi"
10294,404,,,,
10295,R03AK14,indacaterol and mometasone,Indakateroli ja mometasoni,R1AD,Pitkävaikutteinen beeta-2-agonisti ja glukokortikoidi
10296,404,,,,
10297,L1E,N/A,CAR-T-soluvalmisteet,L1A,Syöpälääkkeet
10298,L1F,N/A,PARP:n estäjät,L1A,Syöpälääkkeet
10299,L1AX,N/A,CDK-estäjät,L01E,Proteiinikinaasin estäjät
10300,J01XX12,lefamulin,Lefamuliini,J1AL,Muut bakteerilääkkeet
10301,404,,,,
10302,L04AA41,imlifidase,Imlifidaasi,L1DA,Selektiiviset immunosuppressantit
10303,J01DH52,meropenem and vaborbactam,Meropeneemi ja vaborbaktaami,J1ACF,Karbapeneemit
10304,404,,,,
10305,404,,,,
10306,J05AXXX,ATCDDD N/A,500,Check manually,
10307,J1DE,N/A,Muut viruslääkkeet,J1D,Viruslääkkeet
10308,404,,,,
10309,J05AX28,bulevirtide,Bulevirtidi,J1DAA,Muut hepatiittilääkkeet
10310,J1DAA,N/A,Muut hepatiittilääkkeet,J1D,Viruslääkkeet
10311,404,,,,
10312,404,,,,
10313,404,,,,
10314,404,,,,
10315,404,,,,
10316,404,,,,
10317,404,,,,
10318,404,,,,
10319,404,,,,
10320,404,,,,
10321,404,,,,
10322,404,,,,
10323,404,,,,
10324,404,,,,
10325,404,,,,
10326,R1FD,N/A,Keuhkofibroosilääkkeet,R1,"Hengitysteiden lääkkeet  (astma/COPD, antihistamiinit, yskänlääkkeet)"
10327,404,,,,
10328,404,,,,
10329,R07AX32,"ivacaftor, tezacaftor and elexacaftor","Ivakaftori, tetsakaftori ja eleksakaftori",R1L,Kystisen fibroosin lääkkeet
10330,L01EX18,avapritinib,Avapritinibi,L01E,Proteiinikinaasin estäjät
10331,404,,,,
10332,404,,,,
10333,R07AX02,ivacaftor,Ivakaftori,R1L,Kystisen fibroosin lääkkeet
10334,R07AX31,ivacaftor and tezacaftor,Ivakaftori ja tetsakaftori,R1L,Kystisen fibroosin lääkkeet
10335,J04AK08,pretomanid,Pretomanidi,J1CA,Tuberkuloosilääkkeet
10336,R07AX30,ivacaftor and lumacaftor,Ivakaftori ja lumakaftori,R1L,Kystisen fibroosin lääkkeet
10337,N02BG09,methoxyflurane,Metoksifluraani,M1D,Muut TULES- ja kipulääkkeet
10338,404,,,,
10339,404,,,,
10340,404,,,,
10341,404,,,,
10342,404,,,,
10343,404,,,,
10344,404,,,,
10345,404,,,,
10346,404,,,,
10347,N02CD02,galcanezumab,Galkanetsumabi,CGRPA,CGRP-antagonistit
10348,N02CD01,erenumab,Erenumabi,CGRPA,CGRP-antagonistit
10349,L04AF04,filgotinib,Filgotinibi,L1DF,JAK-estäjät
10350,J2BBL,N/A,COVID-19,J2BB,Virusrokotteet
10351,J07BX03,ATCDDD N/A,500,Check manually,
10352,404,,,,
10353,404,,,,
10354,404,,,,
10355,404,,,,
10356,404,,,,
10357,404,,,,
10358,V01AXXX,ATCDDD N/A,500,Check manually,
10359,404,,,,
10360,404,,,,
10361,N07XXXX,ATCDDD N/A,500,Check manually,
10362,N07XX05,amifampridine,Amifampridiini,N2M,Muut hermostoon vaikuttavat lääkkeet
10363,404,,,,
10364,L01EX11,quizartinib,Kitsartinibi,L01E,Proteiinikinaasin estäjät
10365,L01EX15,pexidartinib,Peksidartinibi,L01E,Proteiinikinaasin estäjät
10366,404,,,,
10367,L01EX17,capmatinib,Kapmatinibi,L01E,Proteiinikinaasin estäjät
10368,L01EX19,ripretinib,Ripretinibi,L01E,Proteiinikinaasin estäjät
10369,404,,,,
10370,L01EX21,tepotinib,Tepotinibi,L01E,Proteiinikinaasin estäjät
10371,L01EX01,sunitinib,Sunitinibi,L01E,Proteiinikinaasin estäjät
10372,L01EX02,sorafenib,Sorafenibi,L01E,Proteiinikinaasin estäjät
10373,L01EX03,pazopanib,Patsopanibi,L01E,Proteiinikinaasin estäjät
10374,L01EX04,vandetanib,Vandetanibi,L01E,Proteiinikinaasin estäjät
10375,L01EX05,regorafenib,Regorafenibi,L01E,Proteiinikinaasin estäjät
10376,L01EX07,cabozantinib,Kabotsantinibi,L01E,Proteiinikinaasin estäjät
10377,L01EX08,lenvatinib,Lenvatinibi,L01E,Proteiinikinaasin estäjät
10378,L01EX09,nintedanib,Nintedanibi,L01E,Proteiinikinaasin estäjät
10379,L01EX10,midostaurin,Midostauriini,L01E,Proteiinikinaasin estäjät
10380,L01EX12,larotrectinib,Larotrektinibi,L01E,Proteiinikinaasin estäjät
10381,L01EX13,gilteritinib,Gilteritinibi,L01E,Proteiinikinaasin estäjät
10382,L01EX14,entrectinib,Entrektinibi,L01E,Proteiinikinaasin estäjät
10383,404,,,,
10384,404,,,,
10385,404,,,,
10386,404,,,,
10387,404,,,,
10388,404,,,,
10389,404,,,,
10390,404,,,,
10391,404,,,,
10392,404,,,,
10393,404,,,,
10394,404,,,,
10395,404,,,,
10396,404,,,,
10397,404,,,,
10398,404,,,,
10399,404,,,,
10400,404,,,,
10401,404,,,,
10402,404,,,,
10403,404,,,,
10404,404,,,,
10405,J07AH09,"meningococcus B, multicomponent vaccine","Meningokokki B, monikomponenttinen rokote",J2BAC,Meningokokki
10406,L01FY01,pertuzumab and trastuzumab,Pertutsumabi ja trastutsumabi,L1AEB,Monoklonaaliset vasta-aineet
10407,L01E,PROTEIN KINASE INHIBITORS,Proteiinikinaasin estäjät,L1A,Syöpälääkkeet
10408,L01EA01,imatinib,Imatinibi,L01E,Proteiinikinaasin estäjät
10409,L01EB01,gefitinib,Gefitinibi,L01E,Proteiinikinaasin estäjät
10410,L01EB02,erlotinib,Erlotinibi,L01E,Proteiinikinaasin estäjät
10411,L01EA02,dasatinib,Dasatinibi,L01E,Proteiinikinaasin estäjät
10412,L01EH01,lapatinib,Lapatinibi,L01E,Proteiinikinaasin estäjät
10413,L01EA03,nilotinib,Nilotinibi,L01E,Proteiinikinaasin estäjät
10414,L01EG01,temsirolimus,Temsirolimuusi,L01E,Proteiinikinaasin estäjät
10415,L01EG02,everolimus,Everolimuusi,L01E,Proteiinikinaasin estäjät
10416,L01EJ01,ruxolitinib,Ruksolitinibi,L1DF,JAK-estäjät
10417,L01ED01,crizotinib,Kritsotinibi,L01E,Proteiinikinaasin estäjät
10418,L01EB03,afatinib,Afatinibi,L01E,Proteiinikinaasin estäjät
10419,L01EK01,axitinib,Aksitinibi,L01E,Proteiinikinaasin estäjät
10420,L01EA05,ponatinib,Ponatinibi,L01E,Proteiinikinaasin estäjät
10421,L01EC01,vemurafenib,Vemurafenibi,L01E,Proteiinikinaasin estäjät
10422,L01EA04,bosutinib,Bosutinibi,L01E,Proteiinikinaasin estäjät
10423,L01EC02,dabrafenib,Dabrafenibi,L01E,Proteiinikinaasin estäjät
10424,L01ED02,ceritinib,Seritinibi,L01E,Proteiinikinaasin estäjät
10425,L01ED03,alectinib,Alektinibi,L01E,Proteiinikinaasin estäjät
10426,L01EB04,osimertinib,Osimertinibi,L01E,Proteiinikinaasin estäjät
10427,L01EE02,cobimetinib,Kobimetinibi,L01E,Proteiinikinaasin estäjät
10428,L01EK03,tivozanib,Tivotsanibi,L01E,Proteiinikinaasin estäjät
10429,L01EE01,trametinib,Trametinibi,L01E,Proteiinikinaasin estäjät
10430,L01EH02,neratinib,Neratinibi,L01E,Proteiinikinaasin estäjät
10431,L01EL01,ibrutinib,Ibrutinibi,L01E,Proteiinikinaasin estäjät
10432,L01ED04,brigatinib,Brigatinibi,L01E,Proteiinikinaasin estäjät
10433,L01EE03,binimetinib,Binimetinibi,L01E,Proteiinikinaasin estäjät
10434,L01EC03,encorafenib,Enkorafenibi,L01E,Proteiinikinaasin estäjät
10435,L01ED05,lorlatinib,Lorlatinibi,L01E,Proteiinikinaasin estäjät
10436,L01EB07,dacomitinib,Dakomitinibi,L01E,Proteiinikinaasin estäjät
10437,L01EL02,acalabrutinib,Akalabrutinibi,L01E,Proteiinikinaasin estäjät
10438,L01EF01,palbociclib,Palbosiklibi,L1AX,CDK-estäjät
10439,L01EF02,ribociclib,Ribosiklibi,L1AX,CDK-estäjät
10440,L01EF03,abemaciclib,Abemasiklibi,L1AX,CDK-estäjät
10441,404,,,,
10442,404,,,,
10443,404,,,,
10444,404,,,,
10445,404,,,,
10446,404,,,,
10447,404,,,,
10448,404,,,,
10449,404,,,,
10450,404,,,,
10451,404,,,,
10452,404,,,,
10453,404,,,,
10454,404,,,,
10455,404,,,,
10456,404,,,,
10457,404,,,,
10458,404,,,,
10459,404,,,,
10460,404,,,,
10461,404,,,,
10462,404,,,,
10463,404,,,,
10464,404,,,,
10465,404,,,,
10466,404,,,,
10467,404,,,,
10468,404,,,,
10469,404,,,,
10470,404,,,,
10471,404,,,,
10472,404,,,,
10473,404,,,,
10474,404,,,,
10475,404,,,,
10476,404,,,,
10477,404,,,,
10478,404,,,,
10479,404,,,,
10480,404,,,,
10481,404,,,,
10482,404,,,,
10483,404,,,,
10484,404,,,,
10485,404,,,,
10486,404,,,,
10487,404,,,,
10488,404,,,,
10489,404,,,,
10490,404,,,,
10491,404,,,,
10492,404,,,,
10493,404,,,,
10494,404,,,,
10495,404,,,,
10496,404,,,,
10497,J05AJ04,cabotegravir,Kabotegraviiri,J1DCBA,Integraasinestäjät
10498,C10AX16,inclisiran,Inklisiraani,C1PE,Muut lipidilääkkeet
10499,N03AX26,fenfluramine,Fenfluramiini,N2EE,Muut epilepsialääkkeet
10500,L01XX67,tagraxofusp,Tagraksofuspi,L1AEE,Muut syöpälääkkeet
10501,J05AX25,baloxavir marboxil,Baloksaviirimarboksiili,J1DB,Influenssaviruslääkkeet
10502,404,,,,
10503,404,,,,
10504,404,,,,
10505,404,,,,
10506,404,,,,
10507,J05AX29,fostemsavir,Fostemsaviiri,J1DD,Muut HIV-lääkkeet
10508,L01EH03,tucatinib,Tukatinibi,L01E,Proteiinikinaasin estäjät
10509,404,,,,
10510,L01XE57,ATCDDD N/A,500,Check manually,
10511,404,,,,
10512,404,,,,
10513,404,,,,
10514,404,,,,
10515,404,,,,
10516,404,,,,
10517,M02AA13,ibuprofen,Ibuprofeeni,M1DA,Paikalliset tulehduskipulääkkeet
10518,404,,,,
10519,L01EX22,selpercatinib,Selperkatinibi,L01E,Proteiinikinaasin estäjät
10520,C05AD01,lidocaine,Lidokaiini,C1R,Peräpukamien ja peräaukon haavaumien hoito
10521,404,,,,
10522,404,,,,
10523,N03AX25,cenobamate,Senobamaatti,N2EE,Muut epilepsialääkkeet
10524,C10AX06,omega-3-triglycerides incl. other esters and acids,Ikosapenttietyyli,C1PE,Muut lipidilääkkeet
10525,H01AC07,somapacitan,Somapasitaani,H1AA,Aivolisäkkeen etulohkon hormonit
10526,N05CD14,remimazolam,Remimatsolaami,N1AAD,Muut yleisanesteetit
10527,404,,,,
10528,404,,,,
10529,404,,,,
10530,404,,,,
10531,404,,,,
10532,M09AX10,risdiplam,Risdiplaami,A1JD,Lihasdystrofioiden lääkkeet
10533,L04AG12,ofatumumab,Ofatumumabi,L1DG,Monoklonaaliset vasta-aineet
10534,J05AB16,remdesivir,Remdesiviiri,J1DBA,COVID-19-lääkkeet
10535,C1PEA,N/A,PCSK9-estäjät,C1PE,Muut lipidilääkkeet
10536,404,,,,
10537,404,,,,
10538,404,,,,
10539,404,,,,
10540,404,,,,
10541,L04AA50,ATCDDD N/A,500,Check manually,
10542,G03AA18,drospirenone and estetrol,Drospirenoni ja estetroli,G2AAA,Progestageenin ja estrogeenin kiinteät yhdistelmät
10543,B06AC06,berotralstat,Berotralstaatti,B1D,Perinnöllisen angioedeeman (HAE) lääkkeet
10544,L01EM04,duvelisib,Duvelisibi,L01E,Proteiinikinaasin estäjät
10545,L01XX66,selinexor,Selineksori,L1AEE,Muut syöpälääkkeet
10546,C10AX17,evinacumab,Evinakumabi,C1PE,Muut lipidilääkkeet
10547,D11AH07,tralokinumab,Tralokinumabi,D1HA,Atooppisen ihottuman lääkkeet
10548,404,,,,
10549,404,,,,
10550,404,,,,
10551,404,,,,
10552,404,,,,
10553,404,,,,
10554,404,,,,
10555,V01AA08,food,Maapähkinäproteiini,V01AA20,Muut allergeenit
10556,L04AX07,dimethyl fumarate,Dimetyylifumaraatti,D1E,Psoriaasilääkkeet
10557,A1EFA,N/A,IBD:n immunosuppressiiviset lääkkeet,A1E,Ripulin ja suolistotulehdusten hoito
10558,404,,,,
10559,404,,,,
10560,J07BK03,"zoster, purified antigen","Herpes zoster -rokote, puhdistettu  antigeeni",J2BBH,Vesirokko ja vyöruusu
10561,L04AC19,satralizumab,Satralitsumabi,L1DC,Interleukiinien estäjät
10562,D06BX03,tirbanibulin,Tirbanibuliini,D1DA,"Paikalliset antibiootit, kemoterapia"
10563,A08AA12,setmelanotide,Setmelanotidi,A1F,Lihavuuslääkkeet
10564,H01CC54,"relugolix, estradiol and norethisterone","Relugoliksi, estradioli ja noretisteroniasetaatti",H1ACB,Gonadotropiinin vapautumisen estäjät
10565,A05AX05,odevixibat,Odeviksibaatti,A1K,"Sapen eritys, sappihapot"
10566,404,,,,
10567,404,,,,
10568,404,,,,
10569,404,,,,
10570,404,,,,
10571,404,,,,
10572,404,,,,
10573,R03AL11,"formoterol, glycopyrronium bromide and budesonide","Formoteroli, glykopyrroniumbromidi ja budesonidi",R1AJ,"Pitkävaikutteinen beeta-2-agonisti, antikolinergi ja glukokortikoidi"
10574,V04CK01,secretin,Sekretiini,V04CX,Muut diagnostiset aineet
10575,L04AA40,cladribine,Kladribiini,L1DA,Selektiiviset immunosuppressantit
10576,404,,,,
10577,404,,,,
10578,404,,,,
10579,S02BA08,fluocinolone acetonide,Fluosinoloniasetonidi,S2,Korvatautien lääkkeet
10580,404,,,,
10581,404,,,,
10582,404,,,,
10583,B03XA05,roxadustat,Roksadustaatti,B1CC,Muut anemialääkkeet
10584,D03BA03,bromelains,Bromelaiinit,D1F,"Pehmentävät ja suojaavat valmisteet, haavojen ja palovammojen hoito"
10585,L04AC21,bimekizumab,Bimekitsumabi,D1E,Psoriaasilääkkeet
10586,M05BX07,vosoritide,Vosoritidiosoritidi,M2C,Muut luukudokseen vaikuttavat lääkkeet
10587,C01DX22,vericiguat,Verisiguaatti,C1AD,Muut sydänlääkkeet
10588,L01EE04,selumetinib,Selumetinibi,L01E,Proteiinikinaasin estäjät
10589,B02AB01,aprotinin,Aprotiniini,B1BA,Antifibrinolyyttiset lääkkeet
10590,B02AB02,alfa1 antitrypsin,Alfa-1 antitrypsiini,R1F,Muut hengitysteiden sairauksien lääkkeet
10591,404,,,,
10592,404,,,,
10593,404,,,,
10594,404,,,,
10595,404,,,,
10596,404,,,,
10597,404,,,,
10598,404,,,,
10599,L1CAB,N/A,Verihiutalekasvutekijät,L1C,Immunostimulantit
10600,404,,,,
10601,C1EE,N/A,Alfasalpaajat,C1U,Verenpainelääkkeet
10602,C1EF,N/A,Sentraalisesti vaikuttavat,C1U,Verenpainelääkkeet
10603,C1FB,N/A,Pääasiassa sydämeen vaikuttavat kalsiumkanavan salpaajat,C1F,Kalsiumkanavan salpaajat
10604,404,,,,
10605,404,,,,
10606,404,,,,
10607,404,,,,
10608,404,,,,
10609,404,,,,
10610,404,,,,
10611,404,,,,
10612,404,,,,
10613,404,,,,
10614,404,,,,
10615,404,,,,
10616,404,,,,
10617,404,,,,
10618,404,,,,
10619,404,,,,
10620,404,,,,
10621,404,,,,
