item,lvl,ID,catSeq,Finnish,English,TDOI
1252,4,A02BC02,20,Pantopratsoli,pantoprazole,01525
1253,4,A02BC03,30,Lansopratsoli,lansoprazole,01288
1254,4,A02BC04,40,Rabepratsoli,rabeprazole,00215
1255,4,A02BC05,50,Esomepratsoli,esomeprazole,00840
1256,3,A1AE,50,Helikobakteerin häätöön tarkoitetut yhdistelmävalmisteet,,01138
1257,4,A02BD08,10,"Vismuttisubsitraatti, metronidatsoli ja tetrasykliini","bismuth subcitrate, tetracycline and metronidazole",10759
1258,4,A02BD03,20,"Lansopratsoli, metronidatsoli ja amoksisilliini","lansoprazole, amoxicillin and metronidazole",01037
1259,4,A02BD07,30,"Lansopratsoli, amoksisilliini ja klaritromysiini","lansoprazole, amoxicillin and clarithromycin",00353
1260,3,A02BX02,60,Sukralfaatti,sucralfate,00645
1261,3,A02BX13,70,Algiinihappo,alginic acid,01658
1262,2,A1B,20,Suoliston toiminnallisten häiriöiden lääkkeet,,01595
1263,3,A1BA,19,Antikolinergit,,00023
1264,4,A03AA04,10,Mebeveriini,mebeverine,09833
1265,4,A03AA07,20,Disykloveriini,dicycloverine,09370
1266,4,A03AB02,30,Glykopyrroniumbromidi,glycopyrronium bromide,01588
1267,4,A03AB05,40,Propanteliini,propantheline,09834
1268,4,A03BA03,60,Hyoskyamiini,hyoscyamine,03431
1269,4,A03BB01,70,Butyyliskopolamiini,butylscopolamine,00598
1270,3,A1BB,20,Antikolinergiyhdistelmät,,01319
1271,4,A03CA02,10,Klidiini ja psyykenlääke,clidinium and psycholeptics,01159
1272,4,A03DA02,20,Pitofenoni ja analgeetti,pitofenone and analgesics,00045
1273,3,A1BC,30,Suolen motiliteettiä lisäävät lääkkeet,,01569
1274,4,A03AE04,10,Prukalopridi,ATCDDD N/A,09079
1275,4,A03FA01,20,Metoklopramidi,metoclopramide,01019
1276,4,A03FA02,30,Sisapridi,cisapride,01439
1277,4,A03FA03,40,Domperidoni,domperidone,03498
1278,4,A03FA07,41,Itopridihydrokloridi,itopride,11175
1279,4,A06AX04,50,Linaklotidi,linaclotide,09356
1280,4,N07AA02,51,Pyridostigmiini,pyridostigmine,00997
1281,3,A03AD01,40,Papaveriini,papaverine,09081
1282,3,A03AX13,50,Silikonit,silicones,00768
1283,3,A16AX08,60,Teduglutidi,teduglutide,09768
1284,3,A03AX15,61,Piparminttuöljy,menthae piperitae aetheroleum,11098
1285,2,A1D,40,Ulostuslääkkeet,,00448
1286,3,A1DA,10,Suolta stimuloivat ulostuslääkkeet,,00467
1287,4,A06AB02,10,Bisakodyyli,bisacodyl,01543
1288,4,A06AB06,20,Sennaglykosidit,senna glycosides,01318
1289,4,A06AB08,30,Natriumpikosulfaatti,sodium picosulfate,01449
1290,4,A06AB56,40,Sennaglykosideja sisältävät yhdistelmävalmisteet,"senna glycosides, combinations",09034
1291,4,A06AB58,50,"Natriumpikosulfaatti, yhdistelmävalmisteet","sodium picosulfate, combinations",09035
1292,3,A1DB,20,Suolen sisältöä lisäävät ulostuslääkkeet,,01500
1293,4,A06AC01,10,Ispaghula (psylliumin siemenet),ispaghula (psylla seeds),01470
1294,4,A06AC51,20,"Ispaghula, yhdistelmävalmisteet","ispaghula, combinations",00088
1295,3,A1DC,30,Osmoottiset ulostuslääkkeet,,00465
1296,4,A06AD11,20,Laktuloosi,lactulose,00256
1297,4,A06AD15,21,Makrogoli,macrogol,11159
1298,4,A06AD65,30,"Makrogoli, yhdistelmävalmisteet","macrogol, combinations",08883
1299,4,A06AD17,40,Natriumfosfaatti,sodium phosphate,09717
1300,3,A1DD,40,Peräruiskeet,,00171
1301,4,A06AG01,10,Natriumfosfaatti,sodium phosphate,09516
1302,4,A06AG02,20,Bisakodyyli,bisacodyl,00830
1303,4,A06AG10,30,Natriumdokusaatti ja natriumdokusaattia sisältävät yhdistelmävalmisteet,"docusate sodium, incl. combinations",00207
1304,4,A06AG11,40,Lauryylisulfaatti ja lauryylisulfaattia sisältävät yhdistelmävalmisteet,"sodium lauryl sulfoacetate, incl. combinations",00682
1305,3,A1DE,50,Suolistossa vaikuttavat opioidiantagonistit,,00364
1306,4,A06AH01,10,Metyylinaltreksonibromidi,methylnaltrexone bromide,00789
1307,4,A06AH03,20,Naloksegoli,naloxegol,09545
1308,4,A06AH05,21,Naldemediini ,naldemedine,10154
1309,3,A1DF,60,Muut ulostuslääkkeet,,09355
1310,4,A03AE04,10,Prukalopridi,ATCDDD N/A,09079
1311,4,A06AX04,20,Linaklotidi,linaclotide,09356
1312,2,A1E,50,Ripulin ja suolistotulehdusten hoito,,01350
1313,3,A07CA,0,Elektrolyytti/hiilihydraattivalmisteet,Oral rehydration salt formulations,00119
1314,3,A1EA,0,Suolistoantibiootit,,01435
1315,4,A07AA02,10,Nystatiini,nystatin,00858
1316,4,A07AA13,10,Rifamysiini,rifamycin,10682
1317,4,A07AA06,20,Paromomysiini,paromomycin,03453
1318,4,A07AA07,30,Amfoterisiini,amphotericin B,08918
1319,4,A07AA09,40,Vankomysiini,vancomycin,01199
1320,4,A07AA10,50,Kolistiini,colistin,09262
1321,4,A07AA11,60,Rifaksimiini ,rifaximin,00837
1322,4,A07AA12,70,Fidaksomisiini,fidaxomicin,09142
1323,3,A1EB,0,Hiilivalmisteet,,01486
1324,4,A07BA01,10,Lääkehiili,medicinal charcoal,00599
1325,3,A1ED,0,Suolen motiliteettia vähentävät lääkkeet  (opioidijohdokset),,01517
1326,4,A07DA03,10,Loperamidi,loperamide,00401
1327,4,A07DA06,20,Eluksadolini,eluxadoline,09753
1328,4,A07DA53,30,"Loperamidi, yhdistelmävalmisteet","loperamide, combinations",00461
1329,3,A1EE,0,Paikalliset kortikosteroidit,,00947
1330,4,A07EA01,10,Prednisoloni,prednisolone,09175
1331,4,A07EA02,20,Hydrokortisoni,hydrocortisone,00591
1332,4,A07EA06,30,Budesonidi,budesonide,00142
1333,3,A1EF,0,5-ASA ja sen johdokset,,00743
1334,4,A07EC01,10,Sulfasalatsiini,sulfasalazine,00675
1335,4,A07EC02,20,Mesalatsiini,mesalazine,01386
1336,3,A1EFA,0,IBD:n immunosuppressiiviset lääkkeet,,10557
1337,4,L01BB02,8,Merkaptopuriini,mercaptopurine,01016
1338,4,L04AF01,8,Tofasitinibi,tofacitinib,09872
1339,4,L04AF03,9,Upadasitinibi,upadacitinib,10218
1340,4,L04AG05,9,Vedolitsumabi,vedolizumab,
1341,4,L04AF04,10,Filgotinibi,filgotinib,10349
1342,4,L04AB02,30,Infliksimabi,infliximab,01098
1343,4,L04AB04,40,Adalimumabi,adalimumab,00982
1344,4,L04AB06,50,Golimumabi,golimumab,00352
1345,4,L04AC05,60,Ustekinumabi,ustekinumab,00085
1346,4,L04AC16,61,Guselkumabi,guselkumab,10035
1347,4,L04AC18,61,Risankitsumabi,risankizumab,10199
1348,4,L04AC24,61,Mirikitsumabi,mirikizumab,11031
1349,4,L04AX01,61,Atsatiopriini,azathioprine,01644
1350,4,L04AX03,62,Metotreksaatti,methotrexate,01158
1351,4,L04AX08,62,Darvadstroseli,darvadstrocel,10197
1352,3,A1EG,0,Mikro-organismit,,01534
1353,4,A07FA01,10,Maitohappobakteerit,lactic acid producing organisms,01265
1354,4,A07FA02,20,Saccharomyces boulardii,saccharomyces boulardii,00798
1355,4,A07FA,30,E. coli NISSLE 1917,ATCDDD N/A,09036
1356,4,A07FA51,40,"Maitohappobakteerit, yhdistelmävalmisteet","lactic acid producing organisms, combinations",09835
1357,3,A07XA04,100,Rasekadotriili,racecadotril,09461
1358,3,A07EB01,150,Dinatriumkromoglikaatti,cromoglicic acid,00244
1359,2,A1F,60,Lihavuuslääkkeet,,00885
1360,3,A08AA12,20,Setmelanotidi,setmelanotide,10563
1361,3,A08AA51,21,Fentermiini ja topiramaatti,phentermine and topiramate,11173
1362,3,A08AA62,30,Bupropioni ja naltreksoni,bupropion and naltrexone,09933
1363,3,A08AB01,40,Orlistaatti,orlistat,00342
1364,3,A10BJ02,50,Liraglutidi,liraglutide,10969
1365,3,A10BJ06,51,Semaglutidi,semaglutide,10229
1366,3,A10BX16,51,Tirtsepatidi,tirzepatide,10844
1367,2,A1H,90,Ruoansulatusentsyymit ja happovalmisteet,,00952
1368,3,A09AA02,10,"Useita entsyymejä (lipaasi, proteaasi jne.) sisältävät valmisteet","multienzymes (lipase, protease etc.)",00035
1369,3,A09AB01,20,Glutamiinihappo,glutamic acid hydrochloride,00185
1370,2,A1L,100,Anaboliset lääkkeet,,09361
1371,3,A14AA08,20,Oksandroloni,oxandrolone,09213
1372,3,A14AB01,30,Nandroloni,nandrolone,01454
1373,2,A1K,110,"Sapen eritys, sappihapot",,00030
1374,3,A05AA02,10,Ursodeoksikoolihappo,ursodeoxycholic acid,01556
1375,3,A05AA04,20,Obetikoolihappo,obeticholic acid,09714
1376,3,A05AX04,21,Maraliksibaatti,maralixibat chloride,10841
1377,3,A05AX05,30,Odeviksibaatti,odevixibat,10565
1378,3,A05AX06,31,Elafibranori,elafibranor,11194
1379,3,A05AX07,32,Seladelpaari,seladelpar,11216
1380,2,C1R,120,Peräpukamien ja peräaukon haavaumien hoito,,00320
1381,3,C05AA01,10,Hydrokortisoni,hydrocortisone,00993
1382,3,C05AA04,20,Prednisoloni,prednisolone,01036
1383,3,C05AA08,30,Fluokortoloni,fluocortolone,00212
1384,3,C05AD01,40,Lidokaiini,lidocaine,10520
1385,3,C05AE01,50,Glyseryylitrinitraatti,glyceryl trinitrate,00845
1386,3,C05AX03,60,Muut yhdistelmävalmisteet,"other preparations, combinations",00022
1387,2,A1G,121,Suun ja hampaiden hoito,,00794
1388,3,A1GA,10,Karieksen esto,,00863
1389,4,A01AA01,10,Natriumfluoridi,sodium fluoride,01250
1390,4,A01AA03,20,Olafluuri,olaflur,00014
1391,4,A01AA51,30,"Natriumfluoridi, yhdistelmävalmisteet","sodium fluoride, combinations",00242
1392,3,A1GB,20,"Suun paikallishoito, mikrobilääkkeet",,01137
1393,4,A01AB03,10,Klooriheksidiini,chlorhexidine,00123
1394,4,A01AB04,20,Amfoterisiini,amphotericin B,00911
1395,4,A01AB09,30,Mikonatsoli,miconazole,01502
1396,4,A01AB11,40,Jodi,various,00404
1397,4,A07AA02,41,Nystatiini,nystatin,00858
1398,3,A1GC,30,"Suun paikallishoito, kortikosteroidit",,00221
1399,4,A01AC01,10,Triamsinoloni,triamcinolone,00082
1400,3,A01AD11,40,Muu suun ja hampaiden hoito,various,09371
1401,1,A1C,11,Pahoinvointilääkkeet,,00964
1402,2,A1CA,10,Serotoniiniantagonistit,,01409
1403,3,A04AA01,10,Ondansetroni,ondansetron,00112
1404,3,A04AA02,20,Granisetroni,granisetron,01125
1405,3,A04AA03,30,Tropisetroni,tropisetron,00588
1406,3,A04AA05,40,Palonosetroni,palonosetron,01598
1407,3,A04AA55,50,"Palonosetroni, yhdistelmävalmisteet","palonosetron, combinations",09674
1408,2,A03FA01,20,Metoklopramidi,metoclopramide,01019
1409,2,A04AD01,30,Skopolamiini,scopolamine,01279
1410,2,A04AD11,38,Nabiloni,nabilone,09950
1411,2,R06AA59,39,"Doksylamiini, yhdistelmävalmisteet","doxylamine, combinations",10837
1412,2,R06AE03,39,Syklitsiini,cyclizine,00919
1413,2,R06AE05,40,Meklotsiini,meclozine,01669
1414,2,A1CB,50,Substanssi P:n antagonistit,,09929
1415,3,A04AD12,10,Aprepitantti,aprepitant,00754
1416,3,A04AD14,20,Rolapitantti,rolapitant,09939
1417,2,A1CC,60,Neuroleptit,,09921
1418,3,N05AA03,10,Promatsiini,promazine,09060
1419,3,N05AB04,20,Proklooriperatsiini,prochlorperazine,01143
1420,3,N05AD08,30,Droperidoli,droperidol,09343
1421,1,H1,12,Hormonit (paitsi insuliinit) ja ehkäisy,,00305
1422,2,G2A,10,Sukupuolihormonit ja sukuelimiin vaikuttavat aineet,,00282
1423,3,G2AA,10,Hormonaaliset ehkäisyvalmisteet (systeeminen vaikutus),,00218
1424,4,G2AAA,10,Progestageenin ja estrogeenin kiinteät yhdistelmät,,01136
1425,5,G03AA07,10,Levonorgestreeli ja etinyyliestradioli,levonorgestrel and ethinylestradiol,01240
1426,5,G03AA09,20,Desogestreeli ja etinyyliestradioli,desogestrel and ethinylestradiol,00869
1427,5,G03AA10,30,Gestodeeni ja etinyyliestradioli,gestodene and ethinylestradiol,00910
1428,5,G03AA11,40,Norgestimaatti ja etinyyliestradioli,norgestimate and ethinylestradiol,00512
1429,5,G03AA12,50,Drospirenoni ja etinyyliestradioli,drospirenone and ethinylestradiol,00344
1430,5,G03AA13,60,Norelgestromiini ja etinyyliestradioli,norelgestromin and ethinylestradiol,00601
1431,5,G03AA14,70,Nomegestroli ja estradioli,nomegestrol and estradiol,09137
1432,5,G03AA16,80,Dienogesti ja etinyyliestradioli,dienogest and ethinylestradiol,10039
1433,5,G03AA18,90,Drospirenoni ja estetroli,drospirenone and estetrol,10542
1434,5,G03HB01,91,Syproteroni ja etinyyliestradioli,cyproterone and estrogen,00012
1435,4,G2AAB,20,Progestageenin  ja estrogeenin sekventiaalivalmisteet,,01092
1436,5,G03AB03,10,Levonorgestreeli ja etinyyliestradioli,levonorgestrel and ethinylestradiol,01489
1437,5,G03AB05,20,Desogestreeli ja etinyyliestradioli,desogestrel and ethinylestradiol,00027
1438,5,G03AB06,30,Gestodeeni ja etinyyliestradioli,gestodene and ethinylestradiol,00680
1439,5,G03AB08,40,Dienogesti ja estradioli,dienogest and estradiol,03490
1440,4,G2AAC,30,Progestageenit,,01050
1441,5,G03AC01,10,Noretisteroni,norethisterone,00229
1442,5,G03AC03,20,Levonorgestreeli,levonorgestrel,00247
1443,5,G03AC06,30,Medroksiprogesteroni,medroxyprogesterone,01229
1444,5,G03AC08,40,Etonogestreeli,etonogestrel,00557
1445,5,G03AC09,50,Desogestreeli,desogestrel,01062
1446,5,G03AC10,60,Drospirenoni,drospirenone,10230
1447,4,G2AAD,40,Jälkiehkäisy,,01153
1448,5,G03AD01,10,Levonorgestreeli,levonorgestrel,08957
1449,5,G03AD02,20,Ulipristaali,ulipristal,01294
1450,3,G2AB,20,Paikallisesti käytettävät ehkäisimet,,01563
1451,4,G02BA03,10,Progesteronia sisältävä muovikierukka,plastic IUD with progestogen,00473
1452,4,G02BB01,20,Progestogeeniä ja estrogeeniä sisältävät emätinrenkaat,vaginal ring with progestogen and estrogen,00773
1453,3,G2AC,30,Androgeenit,,00445
1454,4,G03BA03,10,Testosteroni,testosterone,00896
1455,4,G03BB01,20,Mesteroloni,mesterolone,09881
1456,4,G03BB02,30,Androstanoloni,androstanolone,09871
1457,3,G2AD,40,Estrogeenit ja estrogeenireseptorin muuntelijat,,01245
1458,4,G03CA03,10,Estradioli,estradiol,00031
1459,4,G03CA04,20,Estrioli,estriol,00365
1460,4,G03CA57,30,Konjugoidut estrogeenit,conjugated estrogens,09177
1461,4,G03CX01,40,Tiboloni,tibolone,00795
1462,4,G03XC01,50,Raloksifeeni,raloxifene,00284
1463,3,G2AI,45,Estrogeeni ja muu lääkeaine,ATCDDD N/A,10147
1464,3,G2AE,50,Progestageenit (muu kuin raskauden ehkäisy),,01081
1465,4,G03DA02,10,Medroksiprogesteroni,medroxyprogesterone,01221
1466,4,G03DA03,20,Hydroksiprogesteroni,hydroxyprogesterone,09452
1467,4,G03DA04,30,Progesteroni,progesterone,00818
1468,4,G03DB01,40,Dydrogesteroni,dydrogesterone,01452
1469,4,G03DB08,50,Dienogesti,dienogest,09046
1470,4,G03DC02,60,Noretisteroni,norethisterone,01695
1471,4,G03DC03,70,Lynestrenoli,lynestrenol,01513
1472,3,G2AF,60,Progestageenien ja estrogeenien yhdistelmävalmisteet,,01215
1473,4,G2AFA,10,Kiinteät yhdistelmät,,01120
1474,5,G03FA01,10,Noretisteroni ja estrogeeni,norethisterone and estrogen,01542
1475,5,G03FA12,20,Medroksiprogesteroni ja estrogeeni,medroxyprogesterone and estrogen,00203
1476,5,G03FA14,30,Dydrogesteroni ja estrogeeni,dydrogesterone and estrogen,01559
1477,5,G03FA17,40,Drospirenoni ja estrogeeni,drospirenone and estrogen,01666
1478,4,G2AFB,20,Sekventiaalivalmisteet,,00423
1479,5,G03FB05,10,Noretisteroni ja estrogeeni,norethisterone and estrogen,00563
1480,5,G03FB06,20,Medroksiprogesteroni ja estrogeeni,medroxyprogesterone and estrogen,00135
1481,5,G03FB08,30,Dydrogesteroni ja estrogeeni,dydrogesterone and estrogen,01406
1482,3,G2AG,70,Ovulaation stimuloijat,,01380
1483,4,G03GA01,10,Koriongonadotropiini,chorionic gonadotrophin,01183
1484,4,G03GA02,20,Menotropiini,human menopausal gonadotrophin,00853
1485,4,G03GA04,30,Urofollitropiini,urofollitropin,00803
1486,4,G03GA05,40,Follitropiini alfa,follitropin alfa,00205
1487,4,G03GA06,50,Follitropiini beeta,follitropin beta,00504
1488,4,G03GA07,60,Lutropiini alfa,lutropin alfa,01370
1489,4,G03GA08,70,Koriongonadotropiini alfa,choriogonadotropin alfa,00397
1490,4,G03GA09,80,Korifollitropiini alfa,corifollitropin alfa,08962
1491,4,G03GA10,81,Follitropiini delta ,follitropin delta,10894
1492,4,G03GA30,90,Follitropiini alfa ja lutropiini alfa,combinations,09562
1493,4,G03GB02,100,Klomifeeni,clomifene,01239
1494,3,G2AH,80,Antiandrogeenit,,00072
1495,4,G03HA01,10,Syproteroni,cyproterone,01583
1496,4,G03HB01,20,Syproteroni ja etinyyliestradioli,cyproterone and estrogen,00012
1497,3,G03XA01,90,Danatsoli,danazol,03450
1498,3,G03XB01,100,Mifepristoni,mifepristone,00224
1499,3,G03XB02,110,Ulipristaali,ulipristal,09367
1500,3,G03XX01,120,Prasteroni,prasterone,10116
1501,2,H1A,20,Aivolisäkkeen ja hypotalamuksen hormonit,,00550
1502,3,H1AA,10,Aivolisäkkeen etulohkon hormonit,,00237
1503,4,H01AA02,10,Tetrakosaktidi,tetracosactide,09261
1504,4,H01AC08,10,Somatrogoni ,somatrogon,10728
1505,4,H01AB01,20,Tyrotropiini,thyrotropin alfa,00969
1506,4,H01AC01,30,Somatropiini,somatropin,00653
1507,4,H01AC03,40,Mekasermiini,mecasermin,00496
1508,4,H01AC07,50,Somapasitaani,somapacitan,10525
1509,4,H01AX01,60,Pegvisomantti,pegvisomant,01132
1510,3,H1AB,20,Aivolisäkkeen takalohkon hormonit,,01205
1511,4,H01BA01,10,Vasopressiini (argipressiini),vasopressin (argipressin),09047
1512,4,H01BA02,20,Desmopressiini,desmopressin,00637
1513,4,H01BA04,30, Terlipressiini,terlipressin,01005
1514,4,H01BB02,40,Oksitosiini,oxytocin,01450
1515,4,H01BB03,50,Karbetosiini,carbetocin,08956
1516,3,H1AC,30,Hypotalamuksen hormonit,,00524
1517,4,H1ACA,10,Gonadotropiinia vapauttavat hormonit,,09049
1518,5,H01CA03,9,Histreliini,ATCDDD N/A,09048
1519,5,H01CA02,10,Nafareliini,nafarelin,00916
1520,5,L02AE01,10,Busereliini,buserelin,01641
1521,5,L02AE02,10,Leuproreliini,leuprorelin,00938
1522,5,L02AE03,10,Gosereliini,goserelin,00780
1523,5,L02AE04,10,Triptoreliini,triptorelin,01237
1524,4,H1ACB,20,Gonadotropiinin vapautumisen estäjät,,09050
1525,5,H01CC01,10,Ganireliksi,ganirelix,01358
1526,5,H01CC02,20,Setroreliksi,cetrorelix,00024
1527,5,H01CC04,21,Lintsagoliksi,linzagolix,10769
1528,5,H01CC54,30,"Relugoliksi, estradioli ja noretisteroniasetaatti","relugolix, estradiol and norethisterone",10564
1529,4,H1ACC,30,Somatostatiinin analogit,,09051
1530,5,H01CB02,10,Oktreotidi,octreotide,00617
1531,5,H01CB03,20,Lanreotidi,lanreotide,00307
1532,5,H01CB05,30,Pasireotidi,pasireotide,09218
1533,2,H1C,30,Kortikosteroidit (systeeminen käyttö),,01624
1534,3,H1CA,10,Mineralokortikoidit,,01129
1535,4,H02AA02,10,Fludrokortisoni,fludrocortisone,01061
1536,3,H1CB,20,"Glukokortikoidit, myös yhdistelmävalmisteet",,00895
1537,4,H02AB01,10,Beetametasoni,betamethasone,01510
1538,4,H02AB02,20,Deksametasoni,dexamethasone,01047
1539,4,H02AB04,30,Metyyliprednisoloni,methylprednisolone,00053
1540,4,H02AB06,40,Prednisoloni,prednisolone,00118
1541,4,H02AB07,50,Prednisoni,prednisone,01079
1542,4,H02AB08,60,Triamsinoloni,triamcinolone,01608
1543,4,H02AB09,70,Hydrokortisoni,hydrocortisone,00957
1544,4,H02AB10,71,Kortisoni,cortisone,11133
1545,4,H02AB13,80,Deflatsakorti,deflazacort,01605
1546,4,H02AB18,81,Vamoroloni,vamorolone,11139
1547,4,H02BX01,90,"Metyyliprednisoloni, yhdistelmävalmisteet","methylprednisolone, combinations",00506
1548,3,H1CC,30,Kortikosteroidiantagonistit,,10240
1549,4,H02CA02,10,Osilodrostaatti,osilodrostat,10241
1550,2,H1D,40,Kilpirauhasen toiminnan häiriöiden hoito,,01095
1551,3,H1DA,10,Kilpirauhashormonit,,01682
1552,4,H03AA01,10,Levotyroksiini,levothyroxine sodium,01413
1553,4,H03AA02,20,Liotyroniini,liothyronine sodium,03414
1554,4,H03AA03,30,Levotyroksiinin ja liotyroniinin yhdistelmävalmisteet,combinations of levothyroxine and liothyronine,09845
1555,4,H03AA04,31,Tiratrikoli,tiratricol,11217
1556,4,H03AA05,40,Kilpirauhasvalmisteet,thyroid gland preparations,03451
1557,3,H1DB,20,Tyreostaatit,,00157
1558,4,H03BA02,10,Propyylitiourasiili,propylthiouracil,03477
1559,4,H03BB01,20,Karbimatsoli,carbimazole,00328
1560,4,H03BB02,30,Tiamatsoli,thiamazole,09164
1561,2,H1E,50,Haiman hormonit (glukagoni),,01299
1562,3,H04AA01,10,Glukagoni,glucagon,01059
1563,3,H04AA02,11,Dasiglukagoni,dasiglucagon,11180
1564,2,H1F,60,Kalsiumtasapainoa säätelevät lääkkeet,,00431
1565,3,H1FA,10,Lisäkilpirauhasen hormonit ja analogit,,00478
1566,4,H05AA02,10,Teriparatidi,teriparatide,00729
1567,4,H05AA03,20,Lisäkilpirauhashormoni,parathyroid hormone,00589
1568,4,H05AA04,21,Abaloparatidi,abaloparatide,10843
1569,4,H05AA05,22,Palopegteriparatidi,palopegteriparatide,11083
1570,3,H1FB,20,Lisäkilpirauhasen toimintaa estävät lääkkeet,,00081
1571,4,H05BA01,10,Kalsitoniini (lohen synteettinen),calcitonin (salmon synthetic),00797
1572,4,H05BX01,20,Sinakalseetti,cinacalcet,01408
1573,4,H05BX02,30,Parikalsitoli,paricalcitol,03475
1574,4,H05BX04,40,Etelkalsetidi,etelcalcetide,09716
1575,1,G1,13,Gynekologiset lääkkeet,,01613
1576,2,G02CX06,10,Fetsolinetantti,fezolinetant,11134
1577,2,G1A,10,Gynekologiset mikrobilääkkeet ja muu paikallishoito,,01427
1578,3,G01AA10,10,Klindamysiini,clindamycin,01049
1579,3,G01AC05,20,Dekvaliini,dequalinium,09877
1580,3,G01AD02,30,Etikkahappo,acetic acid,09870
1581,3,G01AF01,40,Metronidatsoli,metronidazole,01262
1582,3,G01AF02,50,Klotrimatsoli,clotrimazole,00590
1583,3,G01AF04,60,Mikonatsoli,miconazole,01128
1584,3,G01AF05,70,Ekonatsoli,econazole,01238
1585,3,G01AF08,80,Tiokonatsoli,tioconazole,00594
1586,3,G01AX03,90,Polikresuleeni,policresulen,09257
1587,2,G1CA,20,Kohtua supistavat tai relaksoivat lääkeaineet,,00490
1588,3,H01BB02,9,Oksitosiini,oxytocin,01450
1589,3,H01BB03,10,Karbetosiini,carbetocin,08956
1590,3,G02AB01,20,Metyyliergometriini,methylergometrine,00579
1591,3,G02AD02,39,Dinoprostoni,dinoprostone,01258
1592,3,G02AD06,49,Misoprostoli,misoprostol,09470
1593,3,G02AD04,50,Karboprosti,carboprost,09844
1594,3,G02AD05,50,Sulprostoni,sulprostone,09339
1595,3,G02CX01,60,Atosibaani,atosiban,01142
1596,3,G02CA01,70,Ritodriini,ritodrine,09258
1597,2,G1CB,30,Prolaktiininestäjät,,01072
1598,3,G02CB01,10,Bromokriptiini,bromocriptine,00426
1599,3,G02CB03,20,Kabergoliini,cabergoline,01002
1600,3,G02CB04,30,Kinagolidi,quinagolide,00230
1601,1,G1D,14,Virtsaelinten sairauksien lääkkeet,,00950
1602,2,G1DA,10,Virtsatiespasmolyytit (inkontinenssin ja tiheävirtsaisuuden hoito),,00290
1603,3,G04BD04,10,Oksibutiniini,oxybutynin,00793
1604,3,G04BD07,20,Tolterodiini,tolterodine,01303
1605,3,G04BD08,30,Solifenasiini,solifenacin,01418
1606,3,G04BD09,40,Trospium,trospium,01289
1607,3,G04BD10,50,Darifenasiini,darifenacin,01638
1608,3,G04BD11,60,Fesoterodiini,fesoterodine,00388
1609,3,G04BD12,70,Mirabegroni,mirabegron,09334
1610,3,G04BD15,71,Vibegroni,vibegron,11177
1611,3,N06AX21,80,Duloksetiini ,duloxetine,00809
1612,2,G1DB,20,Erektiohäiriöiden hoitoon tarkoitetut lääkkeet,,00573
1613,3,G04BE01,10,Alprostadiili,alprostadil,00354
1614,3,G04BE03,20,Sildenafiili,sildenafil,01603
1615,3,G04BE04,30,Johimbiini,yohimbine,09940
1616,3,G04BE08,40,Tadalafiili,tadalafil,00149
1617,3,G04BE09,50,Vardenafiili,vardenafil,01697
1618,3,G04BE10,60,Avanafiili,avanafil,09506
1619,3,G04BE30,70,Yhdistelmävalmisteet,combinations,09863
1620,2,G1DC,30,Eturauhasen hyvänlaatuisen liikakasvun lääkkeet,,01235
1621,3,G1DCA,10,Alfareseptoreiden salpaajat,,00886
1622,4,G04CA01,10,Alfutsosiini,alfuzosin,00899
1623,4,G04CA02,20,Tamsulosiini,tamsulosin,00195
1624,4,G04CA04,30,Silodosiini,silodosin,09754
1625,3,G1DCB,20,Testosteroni-5-alfareduktaasin estäjät,,00758
1626,4,G04CB01,10,Finasteridi,finasteride,00651
1627,4,G04CB02,20,Dutasteridi,dutasteride,01274
1628,3,G04CA52,30,Tamsulosiini ja dutasteridi,tamsulosin and dutasteride,09030
1629,3,G04CA53,40,Tamsulosiini ja solifenasiini,tamsulosin and solifenacin,09563
1630,3,G04CX02,50,Sahapalmunhedelmäuute,Sabalis serrulatae fructus,09259
1631,2,G1DF,40,Muut virtsaelinten sairauksien lääkkeet,,01702
1632,3,G04BX01,9,Magnesiumhydroksidi,magnesium hydroxide,00532
1633,3,G04BX13,10,Dimetyylisulfoksidi,dimethyl sulfoxide,10742
1634,3,G04BX14,30,Dapoksetiini,dapoxetine,01104
1635,3,G04BX15,31,Pentosaanipolysulfaattinatrium,pentosan polysulfate sodium,09018
1636,3,G04BX16,50,Tioproniini,tiopronin,09706
1637,3,C03XA01,51,Tolvaptaani,tolvaptan,00701
1638,3,C09XX01,52,Sparsentaani,sparsentan,11174
1639,1,A2,15,Diabeteslääkkeet,,00634
1640,2,A2A,10,Insuliinit,,00732
1641,3,A2AA,10,Pikavaikutteiset,,01421
1642,4,A10AB04,10,Lisproinsuliini,insulin lispro,00949
1643,4,A10AB05,20,Aspartinsuliini,insulin aspart,01383
1644,4,A10AB06,30,Glulisinsuliini,insulin glulisine,00497
1645,3,A2AE,20,Lyhytvaikutteiset,,09357
1646,4,A10AB01,10,Ihmisinsuliini,insulin (human),00534
1647,4,A10AB03,30,Sianinsuliini,insulin (pork),10034
1648,3,A2AB,30,Pitkävaikutteiset,,00377
1649,4,A10AC01,10,Ihmisinsuliini,insulin (human),00113
1650,4,A10AC03,20,Sianinsuliini,insulin (pork),09836
1651,3,A2AC,40,Insuliinisekoitteet,,01392
1652,4,A10AD01,10,Ihmisinsuliini,insulin (human),00974
