seq,lvl,koodi,nimi
1715,5,A10BD08,"Metformiini ja vildagliptiini"
1716,5,A10BD09,"Pioglitatsoni ja alogliptiini"
1717,5,A10BD10,"Metformiini ja saksagliptiini"
1718,5,A10BD11,"Metformiini ja linagliptiini"
1719,5,A10BD13,"Metformiini ja alogliptiini"
1720,5,A10BD15,"Metformiini ja dapagliflotsiini"
1721,5,A10BD19,"Linagliptiini ja empagliflotsiini"
1722,5,A10BD20,"Metformiini ja empagliflotsiini"
1723,5,A10BD21,"Saksagliptiini ja dapagliflotsiini"
1724,5,A10BD23,"Metformiini ja ertugliflotsiini"
1725,5,A10BD24,"Sitagliptiini ja ertugliflotsiini"
1726,2,L1,"Syöpälääkkeet ja immuunivasteen muuntajat"
1727,3,L1A,"Syöpälääkkeet"
1728,4,L1AA,"Alkyloivat aineet"
1729,5,L01AA01,"Syklofosfamidi"
1730,5,L01AA02,"Klorambusiili"
1731,5,L01AA03,"Melfalaani"
1732,5,L01AA05,"Kloorimetiini"
1733,5,L01AA06,"Ifosfamidi"
1734,5,L01AA07,"Trofosfamidi"
1735,5,L01AA09,"Bendamustiini"
1736,5,L01AA10,"Melfalaaniflufenamidi"
1737,5,L01AB01,"Busulfaani"
1738,5,L01AB02,"Treosulfaani"
1739,5,L01AC01,"Tiotepa"
1740,5,L01AD01,"Karmustiini"
1741,5,L01AD02,"Lomustiini"
1742,5,L01AD04,"Streptotsosiini"
1743,5,L01AX03,"Temotsolomidi"
1744,5,L01AX04,"Dakarbatsiini"
1745,5,L01XB01,"Prokarbatsiini"
1746,4,L1AB,"Antimetaboliitit"
1747,5,L1ABA,"Foolihappoanalogit"
1748,6,L01BA04,"Pemetreksedi"
1749,6,L04AX03,"Metotreksaatti"
1750,5,L1ABB,"Puriinianalogit"
1751,6,L01BB02,"Merkaptopuriini"
1752,6,L01BB03,"Tioguaniini"
1753,6,L01BB04,"Kladribiini"
1754,6,L01BB05,"Fludarabiini"
1755,6,L01BB06,"Klofarabiini"
1756,6,L01BB07,"Nelarabiini"
1757,5,L1ABC,"Pyrimidiinianalogit"
1758,6,L01BC01,"Sytarabiini"
1759,6,L01BC02,"Fluorourasiili"
1760,6,L01BC04,"Karmofuuri"
1761,6,L01BC05,"Gemsitabiini"
1762,6,L01BC06,"Kapesitabiini"
1763,6,L01BC07,"Atsasitidiini"
1764,6,L01BC08,"Desitabiini"
1765,6,L01BC52,"Fluorourasiili, yhdistelmävalmisteet"
1766,6,L01BC53,"Tegafuuri, yhdistelmävalmisteet"
1767,6,L01BC58,"Desitabiini, yhdistelmävalmisteet"
1768,6,L01BC59,"Trifluridiini, yhdistelmävalmisteet"
1769,4,L1AC,"Kasvialkaloidit ja muut luonnontuotteet"
1770,5,L01AC01,"Tiotepa"
1771,5,L01CA01,"Vinblastiini"
1772,5,L01CA02,"Vinkristiini"
1773,5,L01CA03,"Vindesiini"
1774,5,L01CA04,"Vinorelbiini"
1775,5,L01CA05,"Vinfluniini"
1776,5,L01CB01,"Etoposidi"
1777,5,L01CB02,"Teniposidi"
1778,5,L01CD01,"Paklitakseli"
1779,5,L01CD02,"Dosetakseli"
1780,5,L01CD04,"Kabatsitakseli"
1781,5,L01CX01,"Trabektediini"
1782,4,L1AD,"Sytotoksiset antibiootit"
1783,5,L01DA01,"Daktinomysiini"
1784,5,L01DB01,"Doksorubisiini"
1785,5,L01DB02,"Daunorubisiini"
1786,5,L01DB03,"Epirubisiini"
1787,5,L01DB06,"Idarubisiini"
1788,5,L01DB07,"Mitoksantroni"
1789,5,L01DB11,"Piksantroni"
1790,5,L01DC01,"Bleomysiini"
1791,5,L01DC03,"Mitomysiini"
1792,4,L1AEA,"Platinayhdisteet"
1793,5,L01XA01,"Sisplatiini"
1794,5,L01XA02,"Karboplatiini"
1795,5,L01XA03,"Oksaliplatiini"
1796,4,L1AEB,"Monoklonaaliset vasta-aineet"
1797,5,L01FA01,"Rituksimabi"
1798,5,L01FA03,"Obinututsumabi"
1799,5,L01FB01,"Inotutsumabi-otsogamisiini"
1800,5,L01FC01,"Daratumumabi"
1801,5,L01FB02,"Moksetumomabi-pasudotoksi"
1802,5,L01FC02,"Isatuksimabi"
1803,5,L01FD01,"Trastutsumabi"
1804,5,L01FD02,"Pertutsumabi"
1805,5,L01FD03,"Trastutsumabi-emtansiini"
1806,5,L01FD04,"Trastutsumabi-derukstekaani"
1807,5,L01FE01,"Setuksimabi"
1808,5,L01FE02,"Panitumumabi"
1809,5,L01FE03,"Nesitumumabi"
1810,5,L01FF01,"Nivolumabi"
1811,5,L01FF02,"Pembrolitsumabi"
1812,5,L01FF07,"Dostarlimabi"
1813,5,L01FF10,"Retifanlimabi"
1814,5,L01FF03,"Durvalumabi "
1815,5,L01FF04,"Avelumabi"
1816,5,L01FF05,"Atetsolitsumabi"
1817,5,L01FF06,"Semiplimabi"
1818,5,L01FF09,"Tislelitsumabi"
1819,5,L01FF11,"Sugemalimabi"
1820,5,L01FF12,"Serplulimabi"
1821,5,L01FF13,"Toripalimabi"
1822,5,L01FG01,"Bevasitsumabi"
1823,5,L01FG02,"Ramusirumabi"
1824,5,L01FX02,"Gemtutsumabi-otsogamisiini"
1825,5,L01FX03,"Katumaksomabi"
1826,5,L01FX04,"Ipilimumabi"
1827,5,L01FX05,"Brentuksimabivedotiini"
1828,5,L01FX06,"Dinutuksimabi beeta"
1829,5,L01FX07,"Blinatumomabi"
1830,5,L01FX08,"Elotutsumabi"
1831,5,L01FX09,"Mogamulitosumabi"
1832,5,L01FX10,"Olaratumabi"
1833,5,L01FX12,"Tafasitamabi "
1834,5,L01FX13,"Enfortumabi-vedotiini"
1835,5,L01FX14,"Polatutsumabi-vedotiini"
1836,5,L01FX15,"Belantamabi-mafodotiini"
1837,5,L01FX17,"Sasitutsumabigovitekaani"
1838,5,L01FX18,"Amivantamabi"
1839,5,L01FX20,"Tremelimumabi "
1840,5,L01FX22,"Lonkastuksimabi-tesiriini"
1841,5,L01FX23,"Tisotumabi-vedotiini "
1842,5,L01FX24,"Teklistamabi"
1843,5,L01FX25,"Mosunetutsumabi"
1844,5,L01FX26,"Mirvetuksimabi-soravtansiini"
1845,5,L01FX27,"Epkoritamabi"
1846,5,L01FX28,"Glofitamabi"
1847,5,L01FX29,"Talketamabi"
1848,5,L01FX31,"Tsolbetuksimabi"
1849,5,L01FX32,"Elranatamabi"
1850,5,L01FX34,"Odronekstamabi"
1851,5,L01FX35,"Datopotamabi-derukstekaani"
1852,5,L01FX37,"Linvoseltamabi"
1853,5,L01XC04,"Alemtutsumabi"
1854,5,L01FY01,"Pertutsumabi ja trastutsumabi"
1855,5,L01FY02,"Nivolumabi ja relatlimabi"
1856,4,L1AF,"Proteasomin estäjät"
1857,5,L01XG01,"Bortetsomibi"
1858,5,L01XG02,"Karfiltsomibi"
1859,5,L01XG03,"Iksatsomibi"
1860,4,L01E,"Proteiinikinaasin estäjät"
1861,5,L01EA01,"Imatinibi"
1862,5,L01EA02,"Dasatinibi"
1863,5,L01EA03,"Nilotinibi"
1864,5,L01EA04,"Bosutinibi"
1865,5,L01EA05,"Ponatinibi"
1866,5,L01EA06,"Askiminibi "
1867,5,L01EB01,"Gefitinibi"
1868,5,L01EB02,"Erlotinibi"
1869,5,L01EB03,"Afatinibi"
1870,5,L01EB04,"Osimertinibi"
1871,5,L01EB07,"Dakomitinibi"
1872,5,L01EB09,"Latsertinibi "
1873,5,L01EC01,"Vemurafenibi"
1874,5,L01EC02,"Dabrafenibi"
1875,5,L01EC03,"Enkorafenibi"
1876,5,L01ED01,"Kritsotinibi"
1877,5,L01ED02,"Seritinibi"
1878,5,L01ED03,"Alektinibi"
1879,5,L01ED04,"Brigatinibi"
1880,5,L01ED05,"Lorlatinibi"
1881,5,L01EE01,"Trametinibi"
1882,5,L01EE02,"Kobimetinibi"
1883,5,L01EE03,"Binimetinibi"
1884,5,L01EE04,"Selumetinibi"
1885,5,L01EG01,"Temsirolimuusi"
1886,5,L01EG02,"Everolimuusi"
1887,5,L01EH01,"Lapatinibi"
1888,5,L01EH02,"Neratinibi"
1889,5,L01EH03,"Tukatinibi"
1890,5,L01EJ01,"Ruksolitinibi"
1891,5,L01EJ02,"Fedratinibi"
1892,5,L01EJ04,"Momelotinibi"
1893,5,L01EK01,"Aksitinibi"
1894,5,L01EK03,"Tivotsanibi"
1895,5,L01EK04,"Frukintinibi"
1896,5,L01EL01,"Ibrutinibi"
1897,5,L01EL02,"Akalabrutinibi"
1898,5,L01EL03,"Tsanubrutinibi"
1899,5,L01EL05,"Pirtobrutinibi"
1900,5,L01EM01,"Idelalisibi"
1901,5,L01EM03,"Alpelisibi"
1902,5,L01EM04,"Duvelisibi"
1903,5,L01EN01,"Erdafitinibi"
1904,5,L01EN02,"Pemigatinibi"
1905,5,L01EN04,"Futibatinibi"
1906,5,L01EX01,"Sunitinibi"
1907,5,L01EX02,"Sorafenibi"
1908,5,L01EX03,"Patsopanibi"
1909,5,L01EX04,"Vandetanibi"
1910,5,L01EX05,"Regorafenibi"
1911,5,L01EX07,"Kabotsantinibi"
1912,5,L01EX08,"Lenvatinibi"
1913,5,L01EX09,"Nintedanibi"
1914,5,L01EX10,"Midostauriini"
1915,5,L01EX11,"Kitsartinibi"
1916,5,L01EX12,"Larotrektinibi"
1917,5,L01EX13,"Gilteritinibi"
1918,5,L01EX14,"Entrektinibi"
1919,5,L01EX15,"Peksidartinibi"
1920,5,L01EX17,"Kapmatinibi"
1921,5,L01EX19,"Ripretinibi"
1922,5,L01EX18,"Avapritinibi"
1923,5,L01EX21,"Tepotinibi"
1924,5,L01EX22,"Selperkatinibi"
1925,5,L01EX23,"Pralsetinibi"
1926,5,L01EX27,"Kapivasertibi"
1927,5,L01EX28,"Repotrektinibi"
1928,5,L1AX,"CDK-estäjät"
1929,6,L01EF01,"Palbosiklibi"
1930,6,L01EF02,"Ribosiklibi"
1931,6,L01EF03,"Abemasiklibi"
1932,4,L1F,"PARP:n estäjät"
1933,5,L01XK01,"Olaparibi"
1934,5,L01XK02,"Niraparibi"
1935,5,L01XK03,"Rukaparibi"
1936,5,L01XK04,"Talatsoparibi"
1937,5,L01XK52,"Niraparibi ja abirateroni "
1938,4,L1AG,"Hedgehog-signaalitien estäjät"
1939,5,L01XJ01,"Vismodegibi"
1940,5,L01XJ02,"Sonidegibi"
1941,5,L01XJ03,"Glasdegibi"
1942,4,L1AEC,"Fotodynaamisessa/säteilyhoidossa käytettävät herkistäjät"
1943,5,L01XD03,"Metyyliaminolevulinaatti"
1944,5,L01XD04,"Aminolevuliinihappo"
1945,5,L01XD07,"Padeliporfiini"
1946,4,L1E,"CAR-T-soluvalmisteet"
1947,5,L01XL03,"Aksikabtageenisiloleuseeli"
1948,5,L01XL04,"Tisagenlekleuseeli"
1949,5,L01XL05,"Siltakabtageeniautoleuseeli "
1950,5,L01XL06,"Breksukabtageeniautoleuseeli"
1951,5,L01XL07,"Idekabtageenivikleuseeli"
1952,5,L01XL08,"Lisokabtageenimaraleuseeli "
1953,4,L1AEE,"Muut syöpälääkkeet"
1954,5,L01CE01,"Topotekaani"
1955,5,L01CE02,"Irinotekaani"
1956,5,L01XF01,"Tretinoiini"
1957,5,L01XF03,"Beksaroteeni"
1958,5,L01XH03,"Panobinostaatti"
1959,5,L01XL02,"Talimogeenilaherparepveekki"
1960,5,L01XL09,"Tabelekleuseeli"
1961,5,L01XM02,"Ivosidenibi "
1962,5,L01XX01,"Amsakriini"
1963,5,L01XX02,"Asparaginaasi"
1964,5,L01XX05,"Hydroksikarbamidi"
1965,5,L01XX08,"Pentostatiini"
1966,5,L01XX11,"Estramustiini"
1967,5,L01XX23,"Mitotaani"
1968,5,L01XX24,"Pegaspargaasi"
1969,5,L01XX27,"Arseenitrioksidi"
1970,5,L01XX35,"Anagrelidi"
1971,5,L01XX41,"Eribuliini"
1972,5,L01XX44,"Aflibersepti"
1973,5,L01XX52,"Venetoklaksi"
1974,5,L01XX66,"Selineksori"
1975,5,L01XX67,"Tagraksofuspi"
1976,5,L01XX73,"Sotorasibi"
1977,5,L01XX74,"Beltsutifaani "
1978,5,L01XX75,"Tebentafuspi "
1979,5,L01XX77,"Adagrasibi"
1980,5,L01XX80,"Imetelstaatti"
1981,5,L01XY01,"Daunorubisiini ja sytarabiini"
1982,5,L03AX03,"BCG-rokote"
1983,5,L03AX11,"Tasonermiini"
1984,5,L04AX02,"Talidomidi"
1985,5,L04AX04,"Lenalidomidi"
1986,5,L04AX06,"Pomalidomidi"
1987,3,L1B,"Endokrinologiset lääkkeet"
1988,4,L1BA,"Hormonit"
1989,5,L1BAA,"Estrogeenit ja progestageenit"
1990,6,G03DC03,"Lynestrenoli"
1991,6,L02AA02,"Polyestradiolifosfaatti"
1992,6,L02AB01,"Megestroli"
1993,6,L02AB02,"Medroksiprogesteroni"
1994,5,L1BAB,"Gonadotropiinia vapauttavan hormonin kaltaiset yhdisteet"
1995,6,H01CA02,"Nafareliini"
1996,6,L02AE01,"Busereliini"
1997,6,L02AE02,"Leuproreliini"
1998,6,L02AE03,"Gosereliini"
1999,6,L02AE04,"Triptoreliini"
2000,6,L02AE05,"Histreliini"
2001,4,L1BB,"Hormoniantagonistit"
2002,5,L1BBA,"Antiestrogeenit"
2003,6,L02BA01,"Tamoksifeeni"
2004,6,L02BA02,"Toremifeeni"
2005,6,L02BA03,"Fulvestrantti"
2006,6,L02BA04,"Elasestrantti"
2007,5,L1BBB,"Antiandrogeenit"
2008,6,L02BB01,"Flutamidi"
2009,6,L02BB03,"Bikalutamidi"
2010,6,L02BB04,"Entsalutamidi"
2011,6,L02BB05,"Apalutamidi"
2012,6,L02BB06,"Darolutamidi"
2013,5,L1BBC,"Muut hormoniantagonistit"
2014,6,L02BX02,"Degareliksi"
2015,6,L02BX03,"Abirateroni"
2016,6,L02BX04,"Relugoliksi"
2017,4,L1BC,"Aromataasin estäjät"
2018,5,L02BG03,"Anastrotsoli"
2019,5,L02BG04,"Letrotsoli"
2020,5,L02BG06,"Eksemestaani"
2021,3,L1C,"Immunostimulantit"
2022,4,L1CA,"Kasvutekijät"
2023,5,L03AA02,"Filgrastiimi"
2024,5,L03AA10,"Lenograstiimi"
2025,5,L03AA13,"Pegfilgrastiimi"
2026,5,L03AA14,"Lipegfilgrastiimi"
2027,5,L03AA18,"Efbemalenograstiimi alfa"
2028,4,L1CAB,"Verihiutalekasvutekijät"
2029,5,B02BX04,"Romiplostiimi"
2030,5,B02BX05,"Eltrombopagi"
2031,5,B02BX07,"Lusutrombopagi"
2032,5,B02BX08,"Avatrombopagi"
2033,4,L1CB,"Interferonit"
2034,5,L03AB01,"Interferonialfa luonnollinen"
2035,5,L03AB03,"Interferonigamma"
2036,5,L03AB04,"Interferonialfa-2a"
2037,5,L03AB05,"Interferonialfa-2b"
2038,5,L03AB07,"Interferonibeeta-1a"
2039,5,L03AB08,"Interferonibeeta-1b"
2040,5,L03AB10,"Peginterferonialfa-2b"
2041,5,L03AB11,"Peginterferonialfa-2a"
2042,5,L03AB13,"Peginterferonibeeta-1a"
2043,5,L03AB15,"Ropeginterferoni alfa-2b"
2044,4,L1CC,"Interleukiinit"
2045,5,L03AC01,"Aldesleukiini"
2046,4,L1CD,"Muut immunostimulantit"
2047,5,L03AX03,"BCG-rokote"
2048,5,L03AX13,"Glatirameeriasetaatti"
2049,5,L03AX14,"Histamiinidihydrokloridi"
2050,5,L03AX15,"Mifamurtidi"
2051,5,L03AX16,"Pleriksafori"
2052,3,L1D,"Immunosuppressantit"
2053,4,L1DA,"Selektiiviset immunosuppressantit"
2054,5,L04AA03,"Antilymfosyytti-immunoglobuliini"
2055,5,L04AA04,"Antitymosyytti-immunoglobuliini"
2056,5,L04AA06,"Mykofenolihappo"
2057,5,L04AA24,"Abatasepti"
2058,5,L04AA28,"Belatasepti"
2059,5,L04AA32,"Apremilasti"
2060,5,L04AA40,"Kladribiini"
2061,5,L04AA41,"Imlifidaasi"
2062,5,L04AA58,"Efgartigimodi alfa"
2063,5,L04AH01,"Sirolimuusi"
2064,5,L04AH02,"Everolimuusi"
2065,5,L04AK01,"Leflunomidi"
2066,5,L04AK02,"Teriflunomidi"
2067,5,L01FA01,"Rituksimabi"
2068,4,L1DB,"TNF-alfan estäjät"
2069,5,L04AB01,"Etanersepti"
2070,5,L04AB02,"Infliksimabi"
2071,5,L04AB04,"Adalimumabi"
2072,5,L04AB05,"Sertolitsumabipegoli"
2073,5,L04AB06,"Golimumabi"
2074,4,L1DC,"Interleukiinien estäjät"
2075,5,L04AC01,"Daklitsumabi"
2076,5,L04AC02,"Basiliksimabi"
2077,5,L04AC03,"Anakinra"
2078,5,L04AC04,"Rilonasepti"
2079,5,L04AC05,"Ustekinumabi"
2080,5,L04AC07,"Tosilitsumabi"
2081,5,L04AC08,"Kanakinumabi"
2082,5,L04AC10,"Sekukinumabi"
2083,5,L04AC11,"Siltuksimabi"
2084,5,L04AC12,"Brodalumabi"
2085,5,L04AC13,"Iksekitsumabi"
2086,5,L04AC14,"Sarilumabi"
2087,5,L04AC16,"Guselkumabi"
2088,5,L04AC17,"Tildrakitsumabi"
2089,5,L04AC18,"Risankitsumabi"
2090,5,L04AC19,"Satralitsumabi"
2091,5,L04AC21,"Bimekitsumabi"
2092,5,L04AC22,"Spesolimabi"
2093,5,L04AC24,"Mirikitsumabi"
2094,5,D11AH05,"Dupilumabi"
2095,5,D11AH10,"Lebrikitsumabi "
2096,5,D11AH12,"Nemolitsumabi"
2097,5,R03DX09,"Mepolitsumabi"
2098,4,L1DD,"Kalsineuriinin estäjät"
2099,5,L04AD01,"Siklosporiini"
2100,5,L04AD02,"Takrolimuusi"
2101,5,L04AD03,"Voklosporiini"
2102,4,L1DE,"S1P-reseptorin modulaattorit"
2103,5,L04AE01,"Fingolimodi"
2104,5,L04AE02,"Otsanimodi"
2105,5,L04AE03,"Siponimodi"
2106,5,L04AE04,"Ponesimodi"
2107,5,L04AE05,"Etrasimodi"
2108,4,L1DF,"JAK-estäjät"
2109,5,L04AF01,"Tofasitinibi"
2110,5,L04AF02,"Barisitinibi"
2111,5,L04AF03,"Upadasitinibi"
2112,5,L04AF04,"Filgotinibi"
2113,5,L04AF07,"Deukravasitinibi"
2114,5,L04AF08,"Ritlesitinibi "
2115,5,L01EJ01,"Ruksolitinibi"
2116,5,D11AH08,"Abrositinibi"
2117,4,L1DG,"Monoklonaaliset vasta-aineet"
2118,5,L04AG03,"Natalitsumabi"
2119,5,L04AG04,"Belimumabi"
2120,5,L04AG05,"Vedolitsumabi"
2121,5,L04AG06,"Alemtutsumabi"
2122,5,L04AG08,"Okrelitsumabi"
2123,5,L04AG10,"Inebilitsumabi"
2124,5,L04AG11,"Anifrolumabi"
2125,5,L04AG12,"Ofatumumabi"
2126,5,L04AG14,"Ublituksimabi"
2127,5,L04AG16,"Rotsanoliksitsumabi"
2128,4,L1DJ,"Komplementin estäjät"
2129,5,L04AJ01,"Ekulitsumabi"
2130,5,L04AJ02,"Ravulitsumabi"
2131,5,L04AJ03,"Pegsetakoplaani"
2132,5,L04AJ04,"Sutimlimabi"
2133,5,L04AJ05,"Avakopaani "
2134,5,L04AJ06,"Tsilukoplaani"
2135,5,L04AJ08,"Iptakopaani"
2136,5,L04AJ09,"Danikopaani "
2137,5,L04AJ10,"Vilobelimabi"
2138,4,L1DX,"Muut immunosuppressantit"
2139,5,L04AX01,"Atsatiopriini"
2140,5,L04AX02,"Talidomidi"
2141,5,L04AX03,"Metotreksaatti"
2142,5,L04AX04,"Lenalidomidi"
2143,5,L04AX06,"Pomalidomidi"
2144,5,L04AX07,"Dimetyylifumaraatti"
2145,5,L04AX08,"Darvadstroseli"
2146,5,L04AX09,"Diroksimeelifumaraatti"
2147,2,M2,"Luukudokseen vaikuttavat lääkkeet"
2148,3,M2A,"Bisfosfonaatit"
2149,4,M05BA02,"Klodronaatti"
2150,4,M05BA03,"Pamidronaatti"
2151,4,M05BA04,"Alendronaatti"
2152,4,M05BA06,"Ibandronihappo"
2153,4,M05BA07,"Risedronaatti"
2154,4,M05BA08,"Tsoledronihappo"
2155,3,M2B,"Bisfosfonaatit,  yhdistelmävalmisteet"
2156,4,M05BB03,"Alendronaatti ja kolekalsiferoli"
2157,4,M05BB04,"Risedronaatti, kalsium ja kolekalsiferoli"
2158,3,M2C,"Muut luukudokseen vaikuttavat lääkkeet"
2159,4,H05AA02,"Teriparatidi"
2160,4,H05BA01,"Kalsitoniini (lohen synteettinen)"
2161,4,M05BC01,"Dibotermiini alfa"
2162,4,M05BX04,"Denosumabi"
2163,4,M05BX05,"Burosumabi"
2164,4,M05BX06,"Romosotsumabi"
2165,4,M05BX07,"Vosoritidiosoritidi"
2166,2,D1,"Ihotautien lääkkeet"
2167,3,D1A,"Iholle käytettävät kortikosteroidit"
2168,4,D1AA,"Miedot (ryhmä I)"
2169,5,D07AA02,"Hydrokortisoni"
2170,4,D1AB,"Keskivahvat (ryhmä II)"
2171,5,D07AB01,"Klobetasoni"
2172,5,D07AB02,"Hydrokortisonibutyraatti"
2173,5,D07AB08,"Desonidi"
2174,4,D1AC,"Vahvat (ryhmä III)"
2175,5,D07AC01,"Beetametasoni"
2176,5,D07AC03,"Desoksimetasoni"
2177,5,D07AC07,"Fludroksikortidi"
2178,5,D07AC13,"Mometasoni"
2179,5,D07AC14,"Metyyliprednisoloniaseponaatti"
2180,4,D1AD,"Erittäin vahvat (ryhmä IV)"
2181,5,D07AD01,"Klobetasoli"
2182,4,D1AE,"Kortikosteroidien ja antiseptien/antibioottien yhdistelmät"
2183,5,D1AEA,"Mietojen kortikosteroidien yhdistelmät"
2184,6,D07BA04,"Hydrokortisoni ja antiseptit"
2185,6,D07CA01,"Hydrokortisoni ja antibiootit"
2186,6,D07XA01,"Hydrokortisoni ja muut"
2187,5,D1AEB,"Keskivahvojen kortikosteroidien yhdistelmät"
2188,6,D07BB02,"Desonidi ja antiseptit"
2189,6,D07BB04,"Hydrokortisonibutyraatti ja antiseptit"
2190,5,D1AEC,"Vahvojen kortikosteroidien yhdistelmät"
2191,6,D07BC01,"Beetametasoni ja antiseptit"
2192,6,D07BC05,"Desoksimetasoni ja antiseptit"
2193,6,D07CC01,"Beetametasoni ja antibiootit"
2194,6,D07XC01,"Beetametasoni ja salisyylihappo"
2195,3,D1B,"Sienilääkkeet"
2196,4,D1BA,"Paikalliset sienilääkkeet"
2197,5,D01AA02,"Natamysiini"
2198,5,D01AC01,"Klotrimatsoli"
2199,5,D01AC02,"Mikonatsoli"
2200,5,D01AC03,"Ekonatsoli"
2201,5,D01AC07,"Tiokonatsoli"
2202,5,D01AC08,"Ketokonatsoli"
2203,5,D01AC10,"Bifonatsoli"
2204,5,D01AC20,"Sienilääke ja kortikosteroidi"
2205,5,D01AE02,"Metyylirosaniliini"
2206,5,D01AE14,"Siklopiroksi"
2207,5,D01AE15,"Terbinafiini"
2208,5,D01AE16,"Amorolfiini"
2209,5,D01AE20,"Muut sienilääkkeiden yhdistelmävalmisteet"
2210,4,D1BB,"Systeemisesti käytettävät sienilääkkeet"
2211,5,D01BA02,"Terbinafiini"
2212,5,D01BA01,"Griseofulviini"
2213,5,J02AC01,"Flukonatsoli"
2214,5,J02AC02,"Itrakonatsoli"
2215,3,D1C,"Aknelääkkeet"
2216,4,D1CA,"Ulkoisesti käytettävät aknelääkkeet"
2217,5,D1CAA,"Mikrobilääkkeet"
2218,6,D10AF01,"Klindamysiini"
2219,6,D10AF51,"Klindamysiini, yhdistelmävalmisteet"
2220,5,D1CAB,"Muut kuin mikrobilääkkeet"
2221,6,D10AB02,"Rikki"
2222,6,D10AD06,"Trifaroteeni"
2223,6,D10AD01,"Tretinoiini"
2224,6,D10AD03,"Adapaleeni"
2225,6,D10AD53,"Adapaleeni, yhdistelmävalmisteet"
2226,6,D10AE01,"Bentsoyyliperoksidi"
2227,6,D10AX03,"Atselaiinihappo"
2228,6,D10AX30,"Muut aknen yhdistelmävalmisteet"
2229,4,D1CB,"Systeemisesti käytettävät aknelääkkeet"
2230,5,D10BA01,"Isotretinoiini"
2231,3,D1DA,"Paikalliset antibiootit, kemoterapia"
2232,4,D06AX01,"Fusidiinihappo"
2233,4,D06AX04,"Neomysiini"
2234,4,D06AX07,"Gentamisiini"
2235,4,D06AX09,"Mupirosiini"
2236,4,D06AX13,"Retapamuliini"
2237,4,D06BA01,"Hopeasulfadiatsiini"
2238,4,D06BB10,"Imikimodi"
2239,4,D06BX01,"Metronidatsoli"
2240,4,D06BX03,"Tirbanibuliini"
2241,4,L01AA05,"Kloorimetiini"
2242,4,L01BC02,"Fluorourasiili"
2243,4,L01BC52,"Fluorourasiili, yhdistelmävalmisteet"
2244,4,L01XD03,"Metyyliaminolevulinaatti"
2245,4,L01XD04,"Aminolevuliinihappo"
2246,3,D1DB,"Paikalliset viruslääkkeet"
2247,4,D06BB03,"Asikloviiri"
2248,4,D06BB04,"Podofyllotoksiini"
2249,4,D06BB06,"Pensikloviiri"
2250,4,D06BB10,"Imikimodi"
2251,4,D06BB53,"Asikloviiri, yhdistelmävalmisteet"
2252,3,D1E,"Psoriaasilääkkeet"
2253,4,D05AC01,"Ditranoli"
2254,4,D05AD01,"Trioksisaleeni"
2255,4,D05AX02,"Kalsipotrioli"
2256,4,D05AX03,"Kalsitrioli"
2257,4,D05AX05,"Tatsaroteeni"
2258,4,D05AX52,"Kalsipotriolin ja steroidin yhdistelmävalmisteet"
2259,4,D05BA02,"Metoksaleeni"
2260,4,D05BA03,"Bergapteeni"
2261,4,D05BB02,"Asitretiini"
2262,4,L04AA32,"Apremilasti"
2263,4,L04AF07,"Deukravasitinibi"
2264,4,L04AB01,"Etanersepti"
2265,4,L04AB02,"Infliksimabi"
2266,4,L04AB04,"Adalimumabi"
2267,4,L04AB05,"Sertolitsumabipegoli"
2268,4,L04AC05,"Ustekinumabi"
2269,4,L04AC10,"Sekukinumabi"
2270,4,L04AC12,"Brodalumabi"
2271,4,L04AC13,"Iksekitsumabi"
2272,4,L04AC16,"Guselkumabi"
2273,4,L04AC17,"Tildrakitsumabi"
2274,4,L04AC18,"Risankitsumabi"
2275,4,L04AC21,"Bimekitsumabi"
2276,4,L04AC22,"Spesolimabi"
2277,4,L04AX03,"Metotreksaatti"
2278,4,L04AX07,"Dimetyylifumaraatti"
2279,3,D1HA,"Atooppisen ihottuman lääkkeet"
2280,4,D1HAA,"Paikalliset kalsineuriinin estäjät"
2281,5,D11AH01,"Takrolimuusi"
2282,5,D11AH02,"Pimekrolimuusi"
2283,4,L04AD01,"Siklosporiini"
2284,4,D11AH05,"Dupilumabi"
2285,4,L04AF02,"Barisitinibi"
2286,4,L04AF03,"Upadasitinibi"
2287,4,D11AH06,"Krisaboroli"
2288,4,D11AH07,"Tralokinumabi"
2289,4,D11AH08,"Abrositinibi"
2290,4,D11AH10,"Lebrikitsumabi "
2291,4,D11AH12,"Nemolitsumabi"
2292,3,D1HD,"Muut ihotautilääkkeet"
2293,4,D04AA04,"Tripelennamiini"
2294,4,D11AA01,"Glykopyrronium"
2295,4,D11AA02,"Aluminiumkloridi"
2296,4,D11AH11,"Delgositinibi"
2297,4,D11AX03,"Kalsiumglukonaatti"
2298,4,D11AX06,"Mekinoli"
2299,4,D11AX10,"Finasteridi"
2300,4,D11AX11,"Hydrokinoni"
2301,4,D11AX16,"Eflornitiini"
2302,4,D11AX18,"Diklofenaakki"
2303,4,D11AX19,"Alitretinoiini"
2304,4,D11AX21,"Brimonidiini"
2305,4,D11AX22,"Ivermektiini"
2306,4,D11AX24,"Deoksikoolihappo"
2307,4,J04BA02,"Dapsoni"
2308,4,L04AF08,"Ritlesitinibi "
2309,4,M03AX01,"Botuliinitoksiini"
2310,4,R03DX05,"Omalitsumabi"
